Frequency,Asset,Model,Value,What
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.575, 1: 0.425}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.49607070630341,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.65, 1: 0.35}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.49640113515951906,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.675, 1: 0.325}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5286453988748955,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.6416666666666667, 1: 0.35833333333333334}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.48101277127756015,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5833333333333334, 1: 0.4166666666666667}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.48006281301277925,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.625, 1: 0.375}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5074629100317434,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.75, 1: 0.25}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5007318645545008,F1 VALIDATION
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.6, 1: 0.4}",DESBALANCEO PREDICCIÓN VAL
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5143248487615569,FINAL TEST
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5130055403082425,F1 FINAL TEST
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5288209108549252, 0: 0.4711790891450748}",DESBALANCEO REAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5808697637256021, 1: 0.4191302362743979}",DESBALANCEO PREDICCIÓN
1h,ETHUSDT_1h,GradientBoostingClassifier,0.51078778600655,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.575, 0: 0.425}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5070094929065749,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.625, 0: 0.375}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5231911203358146,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5666666666666667, 0: 0.43333333333333335}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5091929327150778,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.625, 0: 0.375}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5125336725191453,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.6916666666666667, 0: 0.30833333333333335}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5002315102497072,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.6833333333333333, 0: 0.31666666666666665}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.4904212136630415,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.6, 0: 0.4}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.4921058198558737,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5666666666666667, 0: 0.43333333333333335}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.49991683555409044,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.625, 0: 0.375}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5007993652780254,F1 VALIDATION
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO REAL VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.6, 0: 0.4}",DESBALANCEO PREDICCIÓN VAL
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5137541376555188,FINAL TEST
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5102315560191589,F1 FINAL TEST
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5111288665677434, 0: 0.4888711334322566}",DESBALANCEO REAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5959365369250086, 1: 0.4040634630749914}",DESBALANCEO PREDICCIÓN
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5329603390221112,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.625, 1: 0.375}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5210730670076105,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.6666666666666666, 1: 0.3333333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5231406433235188,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.6666666666666666, 1: 0.3333333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5292476187311494,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5916666666666667, 1: 0.4083333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5078958618311541,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.575, 1: 0.425}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.523495492621105,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.516234402160865,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.6833333333333333, 1: 0.31666666666666665}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5062677853839389,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.55, 1: 0.45}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5153269417684052,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.625, 1: 0.375}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.536401365108528,F1 VALIDATION
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO REAL VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.6083333333333333, 1: 0.39166666666666666}",DESBALANCEO PREDICCIÓN VAL
1h,XRPUSDT_1h,GradientBoostingClassifier,0.49971464444698094,FINAL TEST
1h,XRPUSDT_1h,GradientBoostingClassifier,0.49907935629283906,F1 FINAL TEST
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5010843511014724, 0: 0.4989156488985276}",DESBALANCEO REAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5366967241182513, 1: 0.46330327588174863}",DESBALANCEO PREDICCIÓN
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5182347096858197,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.675, 0: 0.325}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.49157684772611737,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.8583333333333333, 0: 0.14166666666666666}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.49773950599831923,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.6583333333333333, 0: 0.3416666666666667}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.49933306920236376,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.675, 0: 0.325}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.4787787327869578,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.8166666666666667, 0: 0.18333333333333332}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5137320023640027,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.7083333333333334, 0: 0.2916666666666667}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5038362482458891,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.6416666666666667, 0: 0.35833333333333334}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.4895312062885777,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.8416666666666667, 0: 0.15833333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.49247914455256947,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.775, 0: 0.225}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.4984517806565945,F1 VALIDATION
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5333333333333333, 1: 0.4666666666666667}",DESBALANCEO REAL VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.8416666666666667, 0: 0.15833333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5054217555073621,FINAL TEST
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5054173996046744,F1 FINAL TEST
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5252825019974888, 0: 0.4747174980025111}",DESBALANCEO REAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5282501997488871, 1: 0.4717498002511129}",DESBALANCEO PREDICCIÓN
1h,SOLUSDT_1h,GradientBoostingClassifier,0.4971149115853029,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.575, 1: 0.425}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.4920853299346767,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.5083333333333333, 1: 0.49166666666666664}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.4623288026855211,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.625, 0: 0.375}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.47546468969946504,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.5166666666666667, 1: 0.48333333333333334}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.4750057956647473,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.55, 0: 0.45}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.47453396980552254,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5666666666666667, 0: 0.43333333333333335}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.47746304120408756,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5666666666666667, 0: 0.43333333333333335}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.4744504735307501,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.525, 0: 0.475}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.4799361998913696,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5, 0: 0.5}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.46765037628488726,F1 VALIDATION
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5583333333333333, 0: 0.44166666666666665}",DESBALANCEO PREDICCIÓN VAL
1h,SOLUSDT_1h,GradientBoostingClassifier,0.4985732222349047,FINAL TEST
1h,SOLUSDT_1h,GradientBoostingClassifier,0.4966467440539931,F1 FINAL TEST
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5071338888254765, 0: 0.49286611117452345}",DESBALANCEO REAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.5689989727200091, 1: 0.43100102727999084}",DESBALANCEO PREDICCIÓN
1h,ADAUSDT_1h,GradientBoostingClassifier,0.492381100761658,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5916666666666667, 1: 0.4083333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.4829214954835507,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5583333333333333, 1: 0.44166666666666665}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.4971451742567766,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5166666666666667, 1: 0.48333333333333334}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.4914952138922379,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.525, 1: 0.475}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.4978142064897755,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5166666666666667, 0: 0.48333333333333334}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.44322867026382395,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.7166666666666667, 1: 0.2833333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.48653956101686513,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.525, 1: 0.475}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.4898199608194071,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5, 0: 0.5}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.49042293661957714,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.55, 1: 0.45}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.4877139913351435,F1 VALIDATION
1h,ADAUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO REAL VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5102157287980824,FINAL TEST
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5092332121045687,F1 FINAL TEST
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5114712932313663, 1: 0.4885287067686337}",DESBALANCEO REAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5332724574820226, 1: 0.4667275425179774}",DESBALANCEO PREDICCIÓN
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5170813963712524,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5083333333333333, 0: 0.49166666666666664}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5208723726940101,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.65, 1: 0.35}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5101553737325003,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.525, 0: 0.475}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5116792309464344,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.55, 0: 0.45}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5423732168532698,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.675, 1: 0.325}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5243110454784858,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.5833333333333334, 1: 0.4166666666666667}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5417097830684268,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.6916666666666667, 1: 0.30833333333333335}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5327136888339403,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.5916666666666667, 1: 0.4083333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5250178717089247,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.5416666666666666, 1: 0.4583333333333333}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.49836974540746726,F1 VALIDATION
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.575, 0: 0.425}",DESBALANCEO REAL VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5166666666666667, 0: 0.48333333333333334}",DESBALANCEO PREDICCIÓN VAL
1h,TRXUSDT_1h,GradientBoostingClassifier,0.49902979111973517,FINAL TEST
1h,TRXUSDT_1h,GradientBoostingClassifier,0.49854644174094603,F1 FINAL TEST
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5325876041547769, 0: 0.46741239584522315}",DESBALANCEO REAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{0: 0.5015409199863029, 1: 0.49845908001369704}",DESBALANCEO PREDICCIÓN
1h,LINKUSDT_1h,GradientBoostingClassifier,0.4858248461623364,F1 VALIDATION
