Model,Asset,Accuracy,What
MLPClassifier,SOLUSDT_1d,"{0: 0.7037037037037037, 1: 0.2962962962962963}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,SOLUSDT_1d,0.5136612021857924,FINAL TEST
MLPClassifier,SOLUSDT_1d,0.33935018050541516,F1 FINAL TEST
MLPClassifier,SOLUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
MLPClassifier,SOLUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN
MLPClassifier,ADAUSDT_1d,0.3588398134373367,F1 VALIDATION
MLPClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
MLPClassifier,ADAUSDT_1d,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ADAUSDT_1d,0.4918032786885246,FINAL TEST
MLPClassifier,ADAUSDT_1d,0.32967032967032966,F1 FINAL TEST
MLPClassifier,ADAUSDT_1d,"{0: 0.5081967213114754, 1: 0.4918032786885246}",DESBALANCEO REAL
MLPClassifier,ADAUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN
MLPClassifier,TRXUSDT_1d,0.3810223787316528,F1 VALIDATION
MLPClassifier,TRXUSDT_1d,"{1: 0.6419753086419753, 0: 0.35802469135802467}",DESBALANCEO REAL VAL
MLPClassifier,TRXUSDT_1d,"{1: 0.9135802469135802, 0: 0.08641975308641975}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,TRXUSDT_1d,0.5327868852459017,FINAL TEST
MLPClassifier,TRXUSDT_1d,0.34759358288770054,F1 FINAL TEST
MLPClassifier,TRXUSDT_1d,"{1: 0.5327868852459017, 0: 0.4672131147540984}",DESBALANCEO REAL
MLPClassifier,TRXUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN
MLPClassifier,LINKUSDT_1d,0.34490560455831687,F1 VALIDATION
MLPClassifier,LINKUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,LINKUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,LINKUSDT_1d,0.5109289617486339,FINAL TEST
MLPClassifier,LINKUSDT_1d,0.5064152308051624,F1 FINAL TEST
MLPClassifier,LINKUSDT_1d,"{0: 0.5109289617486339, 1: 0.4890710382513661}",DESBALANCEO REAL
MLPClassifier,LINKUSDT_1d,"{1: 0.6065573770491803, 0: 0.39344262295081966}",DESBALANCEO PREDICCIÓN
MLPClassifier,AVAXUSDT_1d,0.38133234904678376,F1 VALIDATION
MLPClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
MLPClassifier,AVAXUSDT_1d,"{1: 0.7901234567901234, 0: 0.20987654320987653}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,AVAXUSDT_1d,0.5,FINAL TEST
MLPClassifier,AVAXUSDT_1d,0.48473308869348475,F1 FINAL TEST
MLPClassifier,AVAXUSDT_1d,"{0: 0.5382513661202186, 1: 0.46174863387978143}",DESBALANCEO REAL
MLPClassifier,AVAXUSDT_1d,"{1: 0.7103825136612022, 0: 0.2896174863387978}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BTCUSDT_1d,0.42856923538558167,F1 VALIDATION
RandomForestClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.691358024691358, 1: 0.30864197530864196}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BTCUSDT_1d,0.5409836065573771,FINAL TEST
RandomForestClassifier,BTCUSDT_1d,0.5382813203976813,F1 FINAL TEST
RandomForestClassifier,BTCUSDT_1d,"{1: 0.5218579234972678, 0: 0.4781420765027322}",DESBALANCEO REAL
RandomForestClassifier,BTCUSDT_1d,"{0: 0.5983606557377049, 1: 0.4016393442622951}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ETHUSDT_1d,0.43760040281143303,F1 VALIDATION
RandomForestClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.7530864197530864, 1: 0.24691358024691357}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ETHUSDT_1d,0.5,FINAL TEST
RandomForestClassifier,ETHUSDT_1d,0.4936458136458136,F1 FINAL TEST
RandomForestClassifier,ETHUSDT_1d,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
RandomForestClassifier,ETHUSDT_1d,"{0: 0.6311475409836066, 1: 0.36885245901639346}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,XRPUSDT_1d,0.4709444863307496,F1 VALIDATION
RandomForestClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5679012345679012, 0: 0.43209876543209874}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,XRPUSDT_1d,0.5519125683060109,FINAL TEST
RandomForestClassifier,XRPUSDT_1d,0.5516983837719953,F1 FINAL TEST
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5081967213114754, 0: 0.4918032786885246}",DESBALANCEO REAL
RandomForestClassifier,XRPUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,BNBUSDT_1d,0.41580425587040687,F1 VALIDATION
RandomForestClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,BNBUSDT_1d,"{0: 0.8024691358024691, 1: 0.19753086419753085}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,BNBUSDT_1d,0.5136612021857924,FINAL TEST
RandomForestClassifier,BNBUSDT_1d,0.5099148436794751,F1 FINAL TEST
RandomForestClassifier,BNBUSDT_1d,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
RandomForestClassifier,BNBUSDT_1d,"{1: 0.5683060109289617, 0: 0.43169398907103823}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,SOLUSDT_1d,0.5008386842897765,F1 VALIDATION
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
RandomForestClassifier,SOLUSDT_1d,"{0: 0.6296296296296297, 1: 0.37037037037037035}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,SOLUSDT_1d,0.48360655737704916,FINAL TEST
RandomForestClassifier,SOLUSDT_1d,0.4793741109530583,F1 FINAL TEST
RandomForestClassifier,SOLUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
RandomForestClassifier,SOLUSDT_1d,"{0: 0.6038251366120219, 1: 0.39617486338797814}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,ADAUSDT_1d,0.4430393373126331,F1 VALIDATION
RandomForestClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
RandomForestClassifier,ADAUSDT_1d,"{0: 0.5925925925925926, 1: 0.4074074074074074}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,ADAUSDT_1d,0.5245901639344263,FINAL TEST
RandomForestClassifier,ADAUSDT_1d,0.5155489289191821,F1 FINAL TEST
RandomForestClassifier,ADAUSDT_1d,"{0: 0.5081967213114754, 1: 0.4918032786885246}",DESBALANCEO REAL
RandomForestClassifier,ADAUSDT_1d,"{0: 0.6284153005464481, 1: 0.37158469945355194}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,TRXUSDT_1d,0.5202281227421921,F1 VALIDATION
RandomForestClassifier,TRXUSDT_1d,"{1: 0.6419753086419753, 0: 0.35802469135802467}",DESBALANCEO REAL VAL
RandomForestClassifier,TRXUSDT_1d,"{0: 0.6049382716049383, 1: 0.3950617283950617}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,TRXUSDT_1d,0.5081967213114754,FINAL TEST
RandomForestClassifier,TRXUSDT_1d,0.4988437195715677,F1 FINAL TEST
RandomForestClassifier,TRXUSDT_1d,"{1: 0.5327868852459017, 0: 0.4672131147540984}",DESBALANCEO REAL
RandomForestClassifier,TRXUSDT_1d,"{1: 0.6038251366120219, 0: 0.39617486338797814}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,LINKUSDT_1d,0.4611603917195179,F1 VALIDATION
RandomForestClassifier,LINKUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
RandomForestClassifier,LINKUSDT_1d,"{0: 0.8024691358024691, 1: 0.19753086419753085}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,LINKUSDT_1d,0.5355191256830601,FINAL TEST
RandomForestClassifier,LINKUSDT_1d,0.5348385167464116,F1 FINAL TEST
RandomForestClassifier,LINKUSDT_1d,"{0: 0.5109289617486339, 1: 0.4890710382513661}",DESBALANCEO REAL
RandomForestClassifier,LINKUSDT_1d,"{0: 0.5273224043715847, 1: 0.4726775956284153}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,AVAXUSDT_1d,0.5296773123913316,F1 VALIDATION
RandomForestClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
RandomForestClassifier,AVAXUSDT_1d,"{0: 0.5308641975308642, 1: 0.4691358024691358}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,AVAXUSDT_1d,0.5,FINAL TEST
RandomForestClassifier,AVAXUSDT_1d,0.49765620898365726,F1 FINAL TEST
RandomForestClassifier,AVAXUSDT_1d,"{0: 0.5382513661202186, 1: 0.46174863387978143}",DESBALANCEO REAL
RandomForestClassifier,AVAXUSDT_1d,"{0: 0.5300546448087432, 1: 0.46994535519125685}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BTCUSDT_1d,0.4277206844344212,F1 VALIDATION
GradientBoostingClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
GradientBoostingClassifier,BTCUSDT_1d,"{0: 0.6790123456790124, 1: 0.32098765432098764}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,BTCUSDT_1d,0.5081967213114754,FINAL TEST
GradientBoostingClassifier,BTCUSDT_1d,0.5072550486163051,F1 FINAL TEST
GradientBoostingClassifier,BTCUSDT_1d,"{1: 0.5218579234972678, 0: 0.4781420765027322}",DESBALANCEO REAL
GradientBoostingClassifier,BTCUSDT_1d,"{0: 0.5655737704918032, 1: 0.4344262295081967}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,ETHUSDT_1d,0.4428911285844306,F1 VALIDATION
GradientBoostingClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
GradientBoostingClassifier,ETHUSDT_1d,"{1: 0.5185185185185185, 0: 0.48148148148148145}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,ETHUSDT_1d,0.49453551912568305,FINAL TEST
GradientBoostingClassifier,ETHUSDT_1d,0.4945317457355082,F1 FINAL TEST
GradientBoostingClassifier,ETHUSDT_1d,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
GradientBoostingClassifier,ETHUSDT_1d,"{0: 0.5163934426229508, 1: 0.48360655737704916}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,XRPUSDT_1d,0.4888436215702979,F1 VALIDATION
GradientBoostingClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
GradientBoostingClassifier,XRPUSDT_1d,"{1: 0.6666666666666666, 0: 0.3333333333333333}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,XRPUSDT_1d,0.5136612021857924,FINAL TEST
GradientBoostingClassifier,XRPUSDT_1d,0.510798065659448,F1 FINAL TEST
GradientBoostingClassifier,XRPUSDT_1d,"{1: 0.5081967213114754, 0: 0.4918032786885246}",DESBALANCEO REAL
GradientBoostingClassifier,XRPUSDT_1d,"{1: 0.5683060109289617, 0: 0.43169398907103823}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BNBUSDT_1d,0.4625314421014517,F1 VALIDATION
GradientBoostingClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
GradientBoostingClassifier,BNBUSDT_1d,"{0: 0.6419753086419753, 1: 0.35802469135802467}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,BNBUSDT_1d,0.4781420765027322,FINAL TEST
GradientBoostingClassifier,BNBUSDT_1d,0.4778263305322129,F1 FINAL TEST
GradientBoostingClassifier,BNBUSDT_1d,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
GradientBoostingClassifier,BNBUSDT_1d,"{1: 0.505464480874317, 0: 0.49453551912568305}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,SOLUSDT_1d,0.4888386118499863,F1 VALIDATION
GradientBoostingClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
GradientBoostingClassifier,SOLUSDT_1d,"{0: 0.6172839506172839, 1: 0.38271604938271603}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,SOLUSDT_1d,0.4672131147540984,FINAL TEST
GradientBoostingClassifier,SOLUSDT_1d,0.4617119325424061,F1 FINAL TEST
GradientBoostingClassifier,SOLUSDT_1d,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
GradientBoostingClassifier,SOLUSDT_1d,"{0: 0.6147540983606558, 1: 0.38524590163934425}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,ADAUSDT_1d,0.4553057079339702,F1 VALIDATION
GradientBoostingClassifier,ADAUSDT_1d,"{1: 0.5925925925925926, 0: 0.4074074074074074}",DESBALANCEO REAL VAL
GradientBoostingClassifier,ADAUSDT_1d,"{0: 0.5308641975308642, 1: 0.4691358024691358}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,ADAUSDT_1d,0.5,FINAL TEST
GradientBoostingClassifier,ADAUSDT_1d,0.49801764260606923,F1 FINAL TEST
GradientBoostingClassifier,ADAUSDT_1d,"{0: 0.5081967213114754, 1: 0.4918032786885246}",DESBALANCEO REAL
GradientBoostingClassifier,ADAUSDT_1d,"{0: 0.5546448087431693, 1: 0.4453551912568306}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,TRXUSDT_1d,0.4966043120911839,F1 VALIDATION
GradientBoostingClassifier,TRXUSDT_1d,"{1: 0.6419753086419753, 0: 0.35802469135802467}",DESBALANCEO REAL VAL
GradientBoostingClassifier,TRXUSDT_1d,"{0: 0.6049382716049383, 1: 0.3950617283950617}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,TRXUSDT_1d,0.4890710382513661,FINAL TEST
GradientBoostingClassifier,TRXUSDT_1d,0.48320308075659757,F1 FINAL TEST
GradientBoostingClassifier,TRXUSDT_1d,"{1: 0.5327868852459017, 0: 0.4672131147540984}",DESBALANCEO REAL
GradientBoostingClassifier,TRXUSDT_1d,"{1: 0.5737704918032787, 0: 0.4262295081967213}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,LINKUSDT_1d,0.4970531011704759,F1 VALIDATION
GradientBoostingClassifier,LINKUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
GradientBoostingClassifier,LINKUSDT_1d,"{0: 0.7407407407407407, 1: 0.25925925925925924}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,LINKUSDT_1d,0.4781420765027322,FINAL TEST
GradientBoostingClassifier,LINKUSDT_1d,0.47386484228589487,F1 FINAL TEST
GradientBoostingClassifier,LINKUSDT_1d,"{0: 0.5109289617486339, 1: 0.4890710382513661}",DESBALANCEO REAL
GradientBoostingClassifier,LINKUSDT_1d,"{0: 0.5792349726775956, 1: 0.4207650273224044}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,AVAXUSDT_1d,0.5056526451821114,F1 VALIDATION
GradientBoostingClassifier,AVAXUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO REAL VAL
GradientBoostingClassifier,AVAXUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,AVAXUSDT_1d,0.48360655737704916,FINAL TEST
GradientBoostingClassifier,AVAXUSDT_1d,0.4835718605119935,F1 FINAL TEST
GradientBoostingClassifier,AVAXUSDT_1d,"{0: 0.5382513661202186, 1: 0.46174863387978143}",DESBALANCEO REAL
GradientBoostingClassifier,AVAXUSDT_1d,"{1: 0.5300546448087432, 0: 0.46994535519125685}",DESBALANCEO PREDICCIÓN
