Model,Asset,Value,What
MLPClassifier,BTCUSDT_1d,0.4220292254601231,F1 VALIDATION
MLPClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_1d,"{0: 0.8641975308641975, 1: 0.13580246913580246}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_1d,0.4876514346831562,F1 VALIDATION
MLPClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_1d,"{1: 0.8395061728395061, 0: 0.16049382716049382}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_1d,0.4908103628864575,F1 VALIDATION
MLPClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_1d,"{1: 0.5185185185185185, 0: 0.48148148148148145}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_1d,0.34991088532625725,F1 VALIDATION
MLPClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_1d,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_1d,0.3297392626030686,F1 VALIDATION
MLPClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_1d,0.33276052276718976,F1 VALIDATION
MLPClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_1d,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_1d,0.41379098973225004,F1 VALIDATION
MLPClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_1d,"{0: 0.8271604938271605, 1: 0.1728395061728395}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_1d,0.39350359455405515,F1 VALIDATION
MLPClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_1d,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_1d,0.42174644273261863,F1 VALIDATION
MLPClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_1d,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_1d,0.3598417073819894,F1 VALIDATION
MLPClassifier,BTCUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BTCUSDT_1d,"{0: 0.8148148148148148, 1: 0.18518518518518517}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BTCUSDT_1d,0.4808743169398907,FINAL TEST
MLPClassifier,BTCUSDT_1d,0.4645002310180194,F1 FINAL TEST
MLPClassifier,BTCUSDT_1d,"{1: 0.5218579234972678, 0: 0.4781420765027322}",DESBALANCEO REAL
MLPClassifier,BTCUSDT_1d,"{0: 0.6967213114754098, 1: 0.30327868852459017}",DESBALANCEO PREDICCIÓN
MLPClassifier,ETHUSDT_1d,0.4061933135323095,F1 VALIDATION
MLPClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
MLPClassifier,ETHUSDT_1d,"{1: 0.9629629629629629, 0: 0.037037037037037035}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ETHUSDT_1d,0.40547464221537466,F1 VALIDATION
MLPClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
MLPClassifier,ETHUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ETHUSDT_1d,0.4436912810122098,F1 VALIDATION
MLPClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
MLPClassifier,ETHUSDT_1d,"{0: 0.6172839506172839, 1: 0.38271604938271603}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ETHUSDT_1d,0.3793638792937845,F1 VALIDATION
MLPClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
MLPClassifier,ETHUSDT_1d,"{1: 0.9382716049382716, 0: 0.06172839506172839}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ETHUSDT_1d,0.3323672606674336,F1 VALIDATION
MLPClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
MLPClassifier,ETHUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ETHUSDT_1d,0.3323672606674336,F1 VALIDATION
MLPClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
MLPClassifier,ETHUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ETHUSDT_1d,0.4032081272641701,F1 VALIDATION
MLPClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
MLPClassifier,ETHUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ETHUSDT_1d,0.3323672606674336,F1 VALIDATION
MLPClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
MLPClassifier,ETHUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ETHUSDT_1d,0.41679819738193247,F1 VALIDATION
MLPClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
MLPClassifier,ETHUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ETHUSDT_1d,0.33364267903551525,F1 VALIDATION
MLPClassifier,ETHUSDT_1d,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
MLPClassifier,ETHUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,ETHUSDT_1d,0.5327868852459017,FINAL TEST
MLPClassifier,ETHUSDT_1d,0.4710937962157,F1 FINAL TEST
MLPClassifier,ETHUSDT_1d,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
MLPClassifier,ETHUSDT_1d,"{1: 0.8224043715846995, 0: 0.17759562841530055}",DESBALANCEO PREDICCIÓN
MLPClassifier,XRPUSDT_1d,0.33431147956094287,F1 VALIDATION
MLPClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,XRPUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,XRPUSDT_1d,0.4966889566950936,F1 VALIDATION
MLPClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,XRPUSDT_1d,"{1: 0.9382716049382716, 0: 0.06172839506172839}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,XRPUSDT_1d,0.33431147956094287,F1 VALIDATION
MLPClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,XRPUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,XRPUSDT_1d,0.3387142138906845,F1 VALIDATION
MLPClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,XRPUSDT_1d,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,XRPUSDT_1d,0.40974228480933306,F1 VALIDATION
MLPClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,XRPUSDT_1d,"{1: 0.8395061728395061, 0: 0.16049382716049382}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,XRPUSDT_1d,0.43842729475439757,F1 VALIDATION
MLPClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,XRPUSDT_1d,"{1: 0.7160493827160493, 0: 0.2839506172839506}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,XRPUSDT_1d,0.46911220533586134,F1 VALIDATION
MLPClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,XRPUSDT_1d,"{1: 0.654320987654321, 0: 0.345679012345679}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,XRPUSDT_1d,0.5069312536143267,F1 VALIDATION
MLPClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,XRPUSDT_1d,"{1: 0.6666666666666666, 0: 0.3333333333333333}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,XRPUSDT_1d,0.3827435110796338,F1 VALIDATION
MLPClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,XRPUSDT_1d,"{0: 0.8271604938271605, 1: 0.1728395061728395}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,XRPUSDT_1d,0.3523479168079064,F1 VALIDATION
MLPClassifier,XRPUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,XRPUSDT_1d,"{1: 0.8024691358024691, 0: 0.19753086419753085}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,XRPUSDT_1d,0.5273224043715847,FINAL TEST
MLPClassifier,XRPUSDT_1d,0.5265271328263454,F1 FINAL TEST
MLPClassifier,XRPUSDT_1d,"{1: 0.5081967213114754, 0: 0.4918032786885246}",DESBALANCEO REAL
MLPClassifier,XRPUSDT_1d,"{0: 0.5491803278688525, 1: 0.45081967213114754}",DESBALANCEO PREDICCIÓN
MLPClassifier,BNBUSDT_1d,0.36774297597195055,F1 VALIDATION
MLPClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BNBUSDT_1d,"{1: 0.9135802469135802, 0: 0.08641975308641975}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BNBUSDT_1d,0.42438018909139374,F1 VALIDATION
MLPClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BNBUSDT_1d,"{1: 0.8148148148148148, 0: 0.18518518518518517}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BNBUSDT_1d,0.5075624039365078,F1 VALIDATION
MLPClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BNBUSDT_1d,"{1: 0.5061728395061729, 0: 0.49382716049382713}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BNBUSDT_1d,0.34134978588312,F1 VALIDATION
MLPClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BNBUSDT_1d,"{1: 0.9629629629629629, 0: 0.037037037037037035}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BNBUSDT_1d,0.47123841221848084,F1 VALIDATION
MLPClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BNBUSDT_1d,"{1: 0.7654320987654321, 0: 0.2345679012345679}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BNBUSDT_1d,0.40098087007017486,F1 VALIDATION
MLPClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BNBUSDT_1d,"{0: 0.7530864197530864, 1: 0.24691358024691357}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BNBUSDT_1d,0.3929904015056583,F1 VALIDATION
MLPClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BNBUSDT_1d,"{0: 0.8888888888888888, 1: 0.1111111111111111}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BNBUSDT_1d,0.4069811293767832,F1 VALIDATION
MLPClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BNBUSDT_1d,"{1: 0.8271604938271605, 0: 0.1728395061728395}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BNBUSDT_1d,0.3592691757484502,F1 VALIDATION
MLPClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BNBUSDT_1d,"{1: 0.9012345679012346, 0: 0.09876543209876543}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BNBUSDT_1d,0.3954975798106233,F1 VALIDATION
MLPClassifier,BNBUSDT_1d,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
MLPClassifier,BNBUSDT_1d,"{1: 0.5308641975308642, 0: 0.4691358024691358}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,BNBUSDT_1d,0.546448087431694,FINAL TEST
MLPClassifier,BNBUSDT_1d,0.514418158567775,F1 FINAL TEST
MLPClassifier,BNBUSDT_1d,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO REAL
MLPClassifier,BNBUSDT_1d,"{1: 0.7377049180327869, 0: 0.26229508196721313}",DESBALANCEO PREDICCIÓN
MLPClassifier,SOLUSDT_1d,0.3725209638116156,F1 VALIDATION
MLPClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
MLPClassifier,SOLUSDT_1d,"{0: 0.8888888888888888, 1: 0.1111111111111111}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,SOLUSDT_1d,0.45118543978764547,F1 VALIDATION
MLPClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
MLPClassifier,SOLUSDT_1d,"{1: 0.6419753086419753, 0: 0.35802469135802467}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,SOLUSDT_1d,0.3564790065062796,F1 VALIDATION
MLPClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
MLPClassifier,SOLUSDT_1d,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,SOLUSDT_1d,0.3810291263949991,F1 VALIDATION
MLPClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
MLPClassifier,SOLUSDT_1d,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,SOLUSDT_1d,0.3733313074393637,F1 VALIDATION
MLPClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
MLPClassifier,SOLUSDT_1d,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,SOLUSDT_1d,0.4831879231880006,F1 VALIDATION
MLPClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
MLPClassifier,SOLUSDT_1d,"{1: 0.9012345679012346, 0: 0.09876543209876543}",DESBALANCEO PREDICCIÓN VAL
MLPClassifier,SOLUSDT_1d,0.3624645485601202,F1 VALIDATION
MLPClassifier,SOLUSDT_1d,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO REAL VAL
MLPClassifier,SOLUSDT_1d,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
MLPClassifier,SOLUSDT_1d,0.3503650106919287,F1 VALIDATION
