Frequency,Asset,Model,Value,What
1h,XRPUSDT_1h,RandomForestClassifier,"{0: 0.5498230795571282, 1: 0.45017692044287183}",DESBALANCEO PREDICCIÓN
1h,global,GradientBoostingClassifier,0.5122751322751323,ACC VALIDATION
1h,global,GradientBoostingClassifier,0.5099481904607475,F1 VALIDATION
1h,global,GradientBoostingClassifier,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
1h,global,GradientBoostingClassifier,"{0: 0.5157407407407407, 1: 0.4842592592592593}",DESBALANCEO PREDICCIÓN VAL
1h,global,GradientBoostingClassifier,0.5141137566137566,ACC VALIDATION
1h,global,GradientBoostingClassifier,0.5129536079248949,F1 VALIDATION
1h,global,GradientBoostingClassifier,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
1h,global,GradientBoostingClassifier,"{0: 0.5009259259259259, 1: 0.49907407407407406}",DESBALANCEO PREDICCIÓN VAL
1h,global,GradientBoostingClassifier,0.5078835978835979,ACC VALIDATION
1h,global,GradientBoostingClassifier,0.507114968389786,F1 VALIDATION
1h,global,GradientBoostingClassifier,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
1h,global,GradientBoostingClassifier,"{0: 0.5046296296296297, 1: 0.49537037037037035}",DESBALANCEO PREDICCIÓN VAL
1h,global,GradientBoostingClassifier,0.5181349206349206,ACC VALIDATION
1h,global,GradientBoostingClassifier,0.5169938695403543,F1 VALIDATION
1h,global,GradientBoostingClassifier,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
1h,global,GradientBoostingClassifier,"{0: 0.5212962962962963, 1: 0.4787037037037037}",DESBALANCEO PREDICCIÓN VAL
1h,global,GradientBoostingClassifier,0.5091931216931217,ACC VALIDATION
1h,global,GradientBoostingClassifier,0.5090001164250839,F1 VALIDATION
1h,global,GradientBoostingClassifier,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
1h,global,GradientBoostingClassifier,"{1: 0.5296296296296297, 0: 0.4703703703703704}",DESBALANCEO PREDICCIÓN VAL
1h,global,GradientBoostingClassifier,0.5114021164021164,ACC VALIDATION
1h,global,GradientBoostingClassifier,0.5107666298344531,F1 VALIDATION
1h,global,GradientBoostingClassifier,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
1h,global,GradientBoostingClassifier,"{1: 0.5222222222222223, 0: 0.4777777777777778}",DESBALANCEO PREDICCIÓN VAL
1h,global,GradientBoostingClassifier,0.5043650793650795,ACC VALIDATION
1h,global,GradientBoostingClassifier,0.5041491076651059,F1 VALIDATION
1h,global,GradientBoostingClassifier,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
1h,global,GradientBoostingClassifier,"{1: 0.5462962962962963, 0: 0.4537037037037037}",DESBALANCEO PREDICCIÓN VAL
1h,global,GradientBoostingClassifier,0.5071428571428571,ACC VALIDATION
1h,global,GradientBoostingClassifier,0.5062427695126532,F1 VALIDATION
1h,global,GradientBoostingClassifier,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
1h,global,GradientBoostingClassifier,"{1: 0.5120370370370371, 0: 0.487962962962963}",DESBALANCEO PREDICCIÓN VAL
1h,global,GradientBoostingClassifier,0.5138888888888888,ACC VALIDATION
1h,global,GradientBoostingClassifier,0.5137985261767866,F1 VALIDATION
1h,global,GradientBoostingClassifier,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
1h,global,GradientBoostingClassifier,"{1: 0.5268518518518519, 0: 0.47314814814814815}",DESBALANCEO PREDICCIÓN VAL
1h,global,GradientBoostingClassifier,0.5064417989417989,ACC VALIDATION
1h,global,GradientBoostingClassifier,0.5056229071422069,F1 VALIDATION
1h,global,GradientBoostingClassifier,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
1h,global,GradientBoostingClassifier,"{1: 0.5074074074074074, 0: 0.4925925925925926}",DESBALANCEO PREDICCIÓN VAL
1h,global,GradientBoostingClassifier,0.5150477494958718,ACC FINAL TEST
1h,global,GradientBoostingClassifier,0.5134067252045462,F1 FINAL TEST
1h,ADAUSDT_1h,GradientBoostingClassifier,0.5300764752882091,ACC CRYPTO TEST
1h,ADAUSDT_1h,GradientBoostingClassifier,0.4846155196998225,F1 CRYPTO TEST
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.5114712932313663, 1: 0.4885287067686337}",DESBALANCEO REAL
1h,ADAUSDT_1h,GradientBoostingClassifier,"{0: 0.7855267663508732, 1: 0.21447323364912682}",DESBALANCEO PREDICCIÓN
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.5187763953886543,ACC CRYPTO TEST
1h,AVAXUSDT_1h,GradientBoostingClassifier,0.4913318519639822,F1 CRYPTO TEST
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.513982422097934, 1: 0.48601757790206596}",DESBALANCEO REAL
1h,AVAXUSDT_1h,GradientBoostingClassifier,"{0: 0.7182969980595822, 1: 0.28170300194041775}",DESBALANCEO PREDICCIÓN
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5111288665677434,ACC CRYPTO TEST
1h,BNBUSDT_1h,GradientBoostingClassifier,0.5105239081053433,F1 CRYPTO TEST
1h,BNBUSDT_1h,GradientBoostingClassifier,"{1: 0.5252825019974888, 0: 0.4747174980025111}",DESBALANCEO REAL
1h,BNBUSDT_1h,GradientBoostingClassifier,"{0: 0.5604383061294372, 1: 0.4395616938705627}",DESBALANCEO PREDICCIÓN
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5214016664764296,ACC CRYPTO TEST
1h,BTCUSDT_1h,GradientBoostingClassifier,0.5206189941368113,F1 CRYPTO TEST
1h,BTCUSDT_1h,GradientBoostingClassifier,"{1: 0.5288209108549252, 0: 0.4711790891450748}",DESBALANCEO REAL
1h,BTCUSDT_1h,GradientBoostingClassifier,"{0: 0.5692272571624244, 1: 0.4307727428375756}",DESBALANCEO PREDICCIÓN
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5201461020431457,ACC CRYPTO TEST
1h,ETHUSDT_1h,GradientBoostingClassifier,0.5198006005118965,F1 CRYPTO TEST
1h,ETHUSDT_1h,GradientBoostingClassifier,"{1: 0.5111288665677434, 0: 0.4888711334322566}",DESBALANCEO REAL
1h,ETHUSDT_1h,GradientBoostingClassifier,"{0: 0.5379522885515352, 1: 0.4620477114484648}",DESBALANCEO PREDICCIÓN
1h,LINKUSDT_1h,GradientBoostingClassifier,0.4991439333409428,ACC CRYPTO TEST
1h,LINKUSDT_1h,GradientBoostingClassifier,0.4991318676290439,F1 CRYPTO TEST
1h,LINKUSDT_1h,GradientBoostingClassifier,"{0: 0.5056500399497774, 1: 0.4943499600502226}",DESBALANCEO REAL
1h,LINKUSDT_1h,GradientBoostingClassifier,"{1: 0.5105581554617052, 0: 0.4894418445382947}",DESBALANCEO PREDICCIÓN
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5079328843739299,ACC CRYPTO TEST
1h,SOLUSDT_1h,GradientBoostingClassifier,0.5078342910834536,F1 CRYPTO TEST
1h,SOLUSDT_1h,GradientBoostingClassifier,"{1: 0.5071338888254765, 0: 0.49286611117452345}",DESBALANCEO REAL
1h,SOLUSDT_1h,GradientBoostingClassifier,"{0: 0.521287524255222, 1: 0.478712475744778}",DESBALANCEO PREDICCIÓN
1h,TRXUSDT_1h,GradientBoostingClassifier,0.5075904577103071,ACC CRYPTO TEST
1h,TRXUSDT_1h,GradientBoostingClassifier,0.4974748328920627,F1 CRYPTO TEST
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.5325876041547769, 0: 0.46741239584522315}",DESBALANCEO REAL
1h,TRXUSDT_1h,GradientBoostingClassifier,"{1: 0.6092911768063006, 0: 0.3907088231936994}",DESBALANCEO PREDICCIÓN
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5192329642734848,ACC CRYPTO TEST
1h,XRPUSDT_1h,GradientBoostingClassifier,0.5189644233193875,F1 CRYPTO TEST
1h,XRPUSDT_1h,GradientBoostingClassifier,"{1: 0.5010843511014724, 0: 0.4989156488985276}",DESBALANCEO REAL
1h,XRPUSDT_1h,GradientBoostingClassifier,"{0: 0.5247117908914507, 1: 0.47528820910854924}",DESBALANCEO PREDICCIÓN
4h,global,RandomForestClassifier,0.5059103641456583,ACC VALIDATION
4h,global,RandomForestClassifier,0.498882299442897,F1 VALIDATION
4h,global,RandomForestClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,RandomForestClassifier,"{0: 0.6134453781512605, 1: 0.3865546218487395}",DESBALANCEO PREDICCIÓN VAL
4h,global,RandomForestClassifier,0.5009752048967735,ACC VALIDATION
4h,global,RandomForestClassifier,0.495245087440236,F1 VALIDATION
4h,global,RandomForestClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,RandomForestClassifier,"{0: 0.5835667600373483, 1: 0.41643323996265175}",DESBALANCEO PREDICCIÓN VAL
4h,global,RandomForestClassifier,0.4882850918145036,ACC VALIDATION
4h,global,RandomForestClassifier,0.47807248516450773,F1 VALIDATION
4h,global,RandomForestClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,RandomForestClassifier,"{0: 0.6816059757236228, 1: 0.3183940242763772}",DESBALANCEO PREDICCIÓN VAL
4h,global,RandomForestClassifier,0.5015229795621952,ACC VALIDATION
4h,global,RandomForestClassifier,0.49269948325424834,F1 VALIDATION
4h,global,RandomForestClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,RandomForestClassifier,"{0: 0.6442577030812325, 1: 0.3557422969187675}",DESBALANCEO PREDICCIÓN VAL
4h,global,RandomForestClassifier,0.500532212885154,ACC VALIDATION
4h,global,RandomForestClassifier,0.4939947862619151,F1 VALIDATION
4h,global,RandomForestClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,RandomForestClassifier,"{0: 0.6069094304388422, 1: 0.3930905695611578}",DESBALANCEO PREDICCIÓN VAL
4h,global,RandomForestClassifier,0.5041062350866272,ACC VALIDATION
4h,global,RandomForestClassifier,0.4967801904950022,F1 VALIDATION
4h,global,RandomForestClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,RandomForestClassifier,"{0: 0.6181139122315593, 1: 0.3818860877684407}",DESBALANCEO PREDICCIÓN VAL
4h,global,RandomForestClassifier,0.5077684407096171,ACC VALIDATION
4h,global,RandomForestClassifier,0.5016102951778383,F1 VALIDATION
4h,global,RandomForestClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,RandomForestClassifier,"{0: 0.5910364145658263, 1: 0.40896358543417366}",DESBALANCEO PREDICCIÓN VAL
4h,global,RandomForestClassifier,0.5034920634920634,ACC VALIDATION
4h,global,RandomForestClassifier,0.49563262521873785,F1 VALIDATION
4h,global,RandomForestClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,RandomForestClassifier,"{0: 0.6405228758169934, 1: 0.35947712418300654}",DESBALANCEO PREDICCIÓN VAL
4h,global,RandomForestClassifier,0.5029640004149808,ACC VALIDATION
4h,global,RandomForestClassifier,0.49649792057621117,F1 VALIDATION
4h,global,RandomForestClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,RandomForestClassifier,"{0: 0.580765639589169, 1: 0.419234360410831}",DESBALANCEO PREDICCIÓN VAL
4h,global,RandomForestClassifier,0.49828197945845004,ACC VALIDATION
4h,global,RandomForestClassifier,0.4927352295937677,F1 VALIDATION
4h,global,RandomForestClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,RandomForestClassifier,"{0: 0.5583566760037348, 1: 0.44164332399626516}",DESBALANCEO PREDICCIÓN VAL
4h,global,RandomForestClassifier,0.5055530199300168,ACC FINAL TEST
4h,global,RandomForestClassifier,0.505243765920008,F1 FINAL TEST
4h,ADAUSDT_4h,RandomForestClassifier,0.5020538566864445,ACC CRYPTO TEST
4h,ADAUSDT_4h,RandomForestClassifier,0.49679420584572986,F1 CRYPTO TEST
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.5203103605659516, 1: 0.47968963943404835}",DESBALANCEO REAL
4h,ADAUSDT_4h,RandomForestClassifier,"{0: 0.581926061159288, 1: 0.418073938840712}",DESBALANCEO PREDICCIÓN
4h,AVAXUSDT_4h,RandomForestClassifier,0.5445002282062985,ACC CRYPTO TEST
4h,AVAXUSDT_4h,RandomForestClassifier,0.5401542592477317,F1 CRYPTO TEST
4h,AVAXUSDT_4h,RandomForestClassifier,"{0: 0.5376540392514834, 1: 0.46234596074851664}",DESBALANCEO REAL
4h,AVAXUSDT_4h,RandomForestClassifier,"{0: 0.5595618439068918, 1: 0.44043815609310816}",DESBALANCEO PREDICCIÓN
4h,BNBUSDT_4h,RandomForestClassifier,0.48242811501597443,ACC CRYPTO TEST
4h,BNBUSDT_4h,RandomForestClassifier,0.48233742530689805,F1 CRYPTO TEST
4h,BNBUSDT_4h,RandomForestClassifier,"{1: 0.536741214057508, 0: 0.46325878594249204}",DESBALANCEO REAL
4h,BNBUSDT_4h,RandomForestClassifier,"{0: 0.5235052487448654, 1: 0.47649475125513463}",DESBALANCEO PREDICCIÓN
4h,BTCUSDT_4h,RandomForestClassifier,0.4952076677316294,ACC CRYPTO TEST
4h,BTCUSDT_4h,RandomForestClassifier,0.4950476769966826,F1 CRYPTO TEST
4h,BTCUSDT_4h,RandomForestClassifier,"{1: 0.5390232770424463, 0: 0.46097672295755365}",DESBALANCEO REAL
4h,BTCUSDT_4h,RandomForestClassifier,"{0: 0.521223185759927, 1: 0.478776814240073}",DESBALANCEO PREDICCIÓN
4h,ETHUSDT_4h,RandomForestClassifier,0.5011410314924692,ACC CRYPTO TEST
4h,ETHUSDT_4h,RandomForestClassifier,0.5004413031365587,F1 CRYPTO TEST
4h,ETHUSDT_4h,RandomForestClassifier,"{1: 0.52259242355089, 0: 0.47740757644910997}",DESBALANCEO REAL
4h,ETHUSDT_4h,RandomForestClassifier,"{0: 0.5600182565038795, 1: 0.4399817434961205}",DESBALANCEO PREDICCIÓN
4h,LINKUSDT_4h,RandomForestClassifier,0.5047923322683706,ACC CRYPTO TEST
4h,LINKUSDT_4h,RandomForestClassifier,0.5031491627835527,F1 CRYPTO TEST
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.5143769968051118, 1: 0.48562300319488816}",DESBALANCEO REAL
4h,LINKUSDT_4h,RandomForestClassifier,"{0: 0.5431309904153354, 1: 0.45686900958466453}",DESBALANCEO PREDICCIÓN
4h,SOLUSDT_4h,RandomForestClassifier,0.5207667731629393,ACC CRYPTO TEST
4h,SOLUSDT_4h,RandomForestClassifier,0.5110414452709883,F1 CRYPTO TEST
4h,SOLUSDT_4h,RandomForestClassifier,"{1: 0.5038795070743952, 0: 0.49612049292560473}",DESBALANCEO REAL
4h,SOLUSDT_4h,RandomForestClassifier,"{0: 0.6449109995435874, 1: 0.3550890004564126}",DESBALANCEO PREDICCIÓN
4h,TRXUSDT_4h,RandomForestClassifier,0.4815152898219991,ACC CRYPTO TEST
4h,TRXUSDT_4h,RandomForestClassifier,0.4548003441647084,F1 CRYPTO TEST
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.5358283888635327, 0: 0.4641716111364674}",DESBALANCEO REAL
4h,TRXUSDT_4h,RandomForestClassifier,"{1: 0.6855317206754906, 0: 0.3144682793245094}",DESBALANCEO PREDICCIÓN
4h,XRPUSDT_4h,RandomForestClassifier,0.5175718849840255,ACC CRYPTO TEST
4h,XRPUSDT_4h,RandomForestClassifier,0.5167197862611923,F1 CRYPTO TEST
4h,XRPUSDT_4h,RandomForestClassifier,"{1: 0.5061615700593336, 0: 0.49383842994066635}",DESBALANCEO REAL
4h,XRPUSDT_4h,RandomForestClassifier,"{0: 0.5481515289821999, 1: 0.45184847101780007}",DESBALANCEO PREDICCIÓN
4h,global,GradientBoostingClassifier,0.4889781097624235,ACC VALIDATION
4h,global,GradientBoostingClassifier,0.46633671342766814,F1 VALIDATION
4h,global,GradientBoostingClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,GradientBoostingClassifier,"{0: 0.7124183006535948, 1: 0.2875816993464052}",DESBALANCEO PREDICCIÓN VAL
4h,global,GradientBoostingClassifier,0.48928830791575895,ACC VALIDATION
4h,global,GradientBoostingClassifier,0.46605139913321236,F1 VALIDATION
4h,global,GradientBoostingClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,GradientBoostingClassifier,"{0: 0.7245564892623716, 1: 0.2754435107376284}",DESBALANCEO PREDICCIÓN VAL
4h,global,GradientBoostingClassifier,0.49024795103226476,ACC VALIDATION
4h,global,GradientBoostingClassifier,0.4831537484405417,F1 VALIDATION
4h,global,GradientBoostingClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,GradientBoostingClassifier,"{0: 0.6517273576097106, 1: 0.34827264239028943}",DESBALANCEO PREDICCIÓN VAL
4h,global,GradientBoostingClassifier,0.4961987758066189,ACC VALIDATION
4h,global,GradientBoostingClassifier,0.4834568897462326,F1 VALIDATION
4h,global,GradientBoostingClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,GradientBoostingClassifier,"{0: 0.6946778711484594, 1: 0.30532212885154064}",DESBALANCEO PREDICCIÓN VAL
4h,global,GradientBoostingClassifier,0.4989210499014421,ACC VALIDATION
4h,global,GradientBoostingClassifier,0.4903364135634901,F1 VALIDATION
4h,global,GradientBoostingClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,GradientBoostingClassifier,"{0: 0.646125116713352, 1: 0.353874883286648}",DESBALANCEO PREDICCIÓN VAL
4h,global,GradientBoostingClassifier,0.5075848117024588,ACC VALIDATION
4h,global,GradientBoostingClassifier,0.5033147369626219,F1 VALIDATION
4h,global,GradientBoostingClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,GradientBoostingClassifier,"{0: 0.5695611577964519, 1: 0.4304388422035481}",DESBALANCEO PREDICCIÓN VAL
4h,global,GradientBoostingClassifier,0.5123809523809524,ACC VALIDATION
4h,global,GradientBoostingClassifier,0.5073537442376731,F1 VALIDATION
4h,global,GradientBoostingClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,GradientBoostingClassifier,"{0: 0.5845004668534081, 1: 0.415499533146592}",DESBALANCEO PREDICCIÓN VAL
4h,global,GradientBoostingClassifier,0.4989272746135491,ACC VALIDATION
4h,global,GradientBoostingClassifier,0.4918929265870055,F1 VALIDATION
4h,global,GradientBoostingClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,GradientBoostingClassifier,"{0: 0.6274509803921569, 1: 0.37254901960784315}",DESBALANCEO PREDICCIÓN VAL
4h,global,GradientBoostingClassifier,0.5081004253553273,ACC VALIDATION
4h,global,GradientBoostingClassifier,0.5047440734962588,F1 VALIDATION
4h,global,GradientBoostingClassifier,"{1: 0.5210084033613446, 0: 0.4789915966386555}",DESBALANCEO REAL VAL
4h,global,GradientBoostingClassifier,"{0: 0.5023342670401494, 1: 0.4976657329598506}",DESBALANCEO PREDICCIÓN VAL
4h,global,GradientBoostingClassifier,0.5040429505135388,ACC VALIDATION
