Model,Asset,Value,What
RandomForestClassifier,global,0.522010582010582,ACC VALIDATION
RandomForestClassifier,global,0.5198801406677419,F1 VALIDATION
RandomForestClassifier,global,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
RandomForestClassifier,global,"{1: 0.5185185185185185, 0: 0.48148148148148145}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,global,0.5148148148148148,ACC VALIDATION
RandomForestClassifier,global,0.5117180856609194,F1 VALIDATION
RandomForestClassifier,global,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
RandomForestClassifier,global,"{0: 0.5287037037037037, 1: 0.47129629629629627}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,global,0.5076455026455027,ACC VALIDATION
RandomForestClassifier,global,0.5044929921640893,F1 VALIDATION
RandomForestClassifier,global,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
RandomForestClassifier,global,"{0: 0.5425925925925926, 1: 0.45740740740740743}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,global,0.5138095238095237,ACC VALIDATION
RandomForestClassifier,global,0.5106118212688662,F1 VALIDATION
RandomForestClassifier,global,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
RandomForestClassifier,global,"{0: 0.5564814814814815, 1: 0.44351851851851853}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,global,0.5160449735449735,ACC VALIDATION
RandomForestClassifier,global,0.5129761057290743,F1 VALIDATION
RandomForestClassifier,global,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
RandomForestClassifier,global,"{0: 0.5546296296296296, 1: 0.44537037037037036}",DESBALANCEO PREDICCIÓN VAL
RandomForestClassifier,global,0.5138492063492064,ACC VALIDATION
RandomForestClassifier,global,0.5131529284671605,F1 VALIDATION
RandomForestClassifier,global,"{0: 0.524074074074074, 1: 0.4759259259259259}",DESBALANCEO REAL VAL
