Frequency,Asset,Model,Accuracy,Vald/Test
1d,AVAXUSDT_1d,MLPClassifier,0.4890710382513661,ACC CRYPTO TEST
1d,AVAXUSDT_1d,MLPClassifier,0.44873746526519276,F1 CRYPTO TEST
1d,AVAXUSDT_1d,MLPClassifier,"{0: 0.5245901639344263, 1: 0.47540983606557374}",DESBALANCEO REAL
1d,AVAXUSDT_1d,MLPClassifier,"{0: 0.7459016393442623, 1: 0.2540983606557377}",DESBALANCEO PREDICCIÓN
1d,BNBUSDT_1d,MLPClassifier,0.4972677595628415,ACC CRYPTO TEST
1d,BNBUSDT_1d,MLPClassifier,0.41395154553049285,F1 CRYPTO TEST
1d,BNBUSDT_1d,MLPClassifier,"{1: 0.5382513661202186, 0: 0.46174863387978143}",DESBALANCEO REAL
1d,BNBUSDT_1d,MLPClassifier,"{1: 0.8387978142076503, 0: 0.16120218579234974}",DESBALANCEO PREDICCIÓN
1d,BTCUSDT_1d,MLPClassifier,0.5218579234972678,ACC CRYPTO TEST
1d,BTCUSDT_1d,MLPClassifier,0.42377760784490126,F1 CRYPTO TEST
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.5628415300546448, 0: 0.4371584699453552}",DESBALANCEO REAL
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.8497267759562842, 0: 0.15027322404371585}",DESBALANCEO PREDICCIÓN
1d,ETHUSDT_1d,MLPClassifier,0.5136612021857924,ACC CRYPTO TEST
1d,ETHUSDT_1d,MLPClassifier,0.44344587206123565,F1 CRYPTO TEST
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.8415300546448088, 0: 0.15846994535519127}",DESBALANCEO PREDICCIÓN
1d,LINKUSDT_1d,MLPClassifier,0.4371584699453552,ACC CRYPTO TEST
1d,LINKUSDT_1d,MLPClassifier,0.4273083583994166,F1 CRYPTO TEST
1d,LINKUSDT_1d,MLPClassifier,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
1d,LINKUSDT_1d,MLPClassifier,"{1: 0.6366120218579235, 0: 0.3633879781420765}",DESBALANCEO PREDICCIÓN
1d,SOLUSDT_1d,MLPClassifier,0.45081967213114754,ACC CRYPTO TEST
1d,SOLUSDT_1d,MLPClassifier,0.44239034040521186,F1 CRYPTO TEST
1d,SOLUSDT_1d,MLPClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
1d,SOLUSDT_1d,MLPClassifier,"{1: 0.6092896174863388, 0: 0.3907103825136612}",DESBALANCEO PREDICCIÓN
1d,TRXUSDT_1d,MLPClassifier,0.6120218579234973,ACC CRYPTO TEST
1d,TRXUSDT_1d,MLPClassifier,0.41048094373865696,F1 CRYPTO TEST
1d,TRXUSDT_1d,MLPClassifier,"{1: 0.6010928961748634, 0: 0.3989071038251366}",DESBALANCEO REAL
1d,TRXUSDT_1d,MLPClassifier,"{1: 0.9836065573770492, 0: 0.01639344262295082}",DESBALANCEO PREDICCIÓN
1d,XRPUSDT_1d,MLPClassifier,0.5273224043715847,ACC CRYPTO TEST
1d,XRPUSDT_1d,MLPClassifier,0.452886434922363,F1 CRYPTO TEST
1d,XRPUSDT_1d,MLPClassifier,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
1d,XRPUSDT_1d,MLPClassifier,"{0: 0.8633879781420765, 1: 0.1366120218579235}",DESBALANCEO PREDICCIÓN
1d,global,RandomForestClassifier,0.5047901234567902,ACC VALIDATION
1d,global,RandomForestClassifier,0.4949967810518719,F1 VALIDATION
1d,global,RandomForestClassifier,"{1: 0.7437037037037038, 0: 0.2562962962962963}",DESBALANCEO REAL VAL
1d,global,RandomForestClassifier,"{0: 0.5318518518518518, 1: 0.46814814814814815}",DESBALANCEO PREDICCIÓN VAL
1d,global,RandomForestClassifier,0.5015179113539769,ACC FINAL TEST
1d,global,RandomForestClassifier,0.5012237141226753,F1 FINAL TEST
1d,ADAUSDT_1d,RandomForestClassifier,0.5218579234972678,ACC CRYPTO TEST
1d,ADAUSDT_1d,RandomForestClassifier,0.4997149038874612,F1 CRYPTO TEST
1d,ADAUSDT_1d,RandomForestClassifier,"{0: 0.5409836065573771, 1: 0.45901639344262296}",DESBALANCEO REAL
1d,ADAUSDT_1d,RandomForestClassifier,"{0: 0.6693989071038251, 1: 0.33060109289617484}",DESBALANCEO PREDICCIÓN
1d,AVAXUSDT_1d,RandomForestClassifier,0.4890710382513661,ACC CRYPTO TEST
1d,AVAXUSDT_1d,RandomForestClassifier,0.4884256317878419,F1 CRYPTO TEST
1d,AVAXUSDT_1d,RandomForestClassifier,"{0: 0.5245901639344263, 1: 0.47540983606557374}",DESBALANCEO REAL
1d,AVAXUSDT_1d,RandomForestClassifier,"{0: 0.5109289617486339, 1: 0.4890710382513661}",DESBALANCEO PREDICCIÓN
1d,BNBUSDT_1d,RandomForestClassifier,0.46994535519125685,ACC CRYPTO TEST
1d,BNBUSDT_1d,RandomForestClassifier,0.4691686602870814,F1 CRYPTO TEST
1d,BNBUSDT_1d,RandomForestClassifier,"{1: 0.5382513661202186, 0: 0.46174863387978143}",DESBALANCEO REAL
1d,BNBUSDT_1d,RandomForestClassifier,"{1: 0.5, 0: 0.5}",DESBALANCEO PREDICCIÓN
1d,BTCUSDT_1d,RandomForestClassifier,0.5163934426229508,ACC CRYPTO TEST
1d,BTCUSDT_1d,RandomForestClassifier,0.51621647860082,F1 CRYPTO TEST
1d,BTCUSDT_1d,RandomForestClassifier,"{1: 0.5628415300546448, 0: 0.4371584699453552}",DESBALANCEO REAL
1d,BTCUSDT_1d,RandomForestClassifier,"{0: 0.5437158469945356, 1: 0.4562841530054645}",DESBALANCEO PREDICCIÓN
1d,ETHUSDT_1d,RandomForestClassifier,0.48633879781420764,ACC CRYPTO TEST
1d,ETHUSDT_1d,RandomForestClassifier,0.48558612440191384,F1 CRYPTO TEST
1d,ETHUSDT_1d,RandomForestClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
1d,ETHUSDT_1d,RandomForestClassifier,"{0: 0.5519125683060109, 1: 0.44808743169398907}",DESBALANCEO PREDICCIÓN
1d,LINKUSDT_1d,RandomForestClassifier,0.5245901639344263,ACC CRYPTO TEST
1d,LINKUSDT_1d,RandomForestClassifier,0.46944148227139426,F1 CRYPTO TEST
1d,LINKUSDT_1d,RandomForestClassifier,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
1d,LINKUSDT_1d,RandomForestClassifier,"{0: 0.8169398907103825, 1: 0.1830601092896175}",DESBALANCEO PREDICCIÓN
1d,SOLUSDT_1d,RandomForestClassifier,0.4344262295081967,ACC CRYPTO TEST
1d,SOLUSDT_1d,RandomForestClassifier,0.43255813953488376,F1 CRYPTO TEST
1d,SOLUSDT_1d,RandomForestClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
1d,SOLUSDT_1d,RandomForestClassifier,"{0: 0.5710382513661202, 1: 0.42896174863387976}",DESBALANCEO PREDICCIÓN
1d,TRXUSDT_1d,RandomForestClassifier,0.5655737704918032,ACC CRYPTO TEST
1d,TRXUSDT_1d,RandomForestClassifier,0.47927162095655673,F1 CRYPTO TEST
1d,TRXUSDT_1d,RandomForestClassifier,"{1: 0.6010928961748634, 0: 0.3989071038251366}",DESBALANCEO REAL
1d,TRXUSDT_1d,RandomForestClassifier,"{1: 0.8060109289617486, 0: 0.19398907103825136}",DESBALANCEO PREDICCIÓN
1d,XRPUSDT_1d,RandomForestClassifier,0.505464480874317,ACC CRYPTO TEST
1d,XRPUSDT_1d,RandomForestClassifier,0.5052835176652453,F1 CRYPTO TEST
1d,XRPUSDT_1d,RandomForestClassifier,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
1d,XRPUSDT_1d,RandomForestClassifier,"{0: 0.5136612021857924, 1: 0.48633879781420764}",DESBALANCEO PREDICCIÓN
1d,global,GradientBoostingClassifier,0.48632098765432097,ACC VALIDATION
1d,global,GradientBoostingClassifier,0.4751975085050775,F1 VALIDATION
1d,global,GradientBoostingClassifier,"{1: 0.7437037037037038, 0: 0.2562962962962963}",DESBALANCEO REAL VAL
1d,global,GradientBoostingClassifier,"{1: 0.5585185185185185, 0: 0.4414814814814815}",DESBALANCEO PREDICCIÓN VAL
1d,global,GradientBoostingClassifier,0.50789313904068,ACC FINAL TEST
1d,global,GradientBoostingClassifier,0.507792932430341,F1 FINAL TEST
1d,ADAUSDT_1d,GradientBoostingClassifier,0.4918032786885246,ACC CRYPTO TEST
1d,ADAUSDT_1d,GradientBoostingClassifier,0.46354609929078017,F1 CRYPTO TEST
1d,ADAUSDT_1d,GradientBoostingClassifier,"{0: 0.5409836065573771, 1: 0.45901639344262296}",DESBALANCEO REAL
1d,ADAUSDT_1d,GradientBoostingClassifier,"{0: 0.6885245901639344, 1: 0.3114754098360656}",DESBALANCEO PREDICCIÓN
1d,AVAXUSDT_1d,GradientBoostingClassifier,0.49453551912568305,ACC CRYPTO TEST
1d,AVAXUSDT_1d,GradientBoostingClassifier,0.4945015565858138,F1 CRYPTO TEST
1d,AVAXUSDT_1d,GradientBoostingClassifier,"{0: 0.5245901639344263, 1: 0.47540983606557374}",DESBALANCEO REAL
1d,AVAXUSDT_1d,GradientBoostingClassifier,"{1: 0.5163934426229508, 0: 0.48360655737704916}",DESBALANCEO PREDICCIÓN
1d,BNBUSDT_1d,GradientBoostingClassifier,0.43989071038251365,ACC CRYPTO TEST
1d,BNBUSDT_1d,GradientBoostingClassifier,0.4352999616157511,F1 CRYPTO TEST
1d,BNBUSDT_1d,GradientBoostingClassifier,"{1: 0.5382513661202186, 0: 0.46174863387978143}",DESBALANCEO REAL
1d,BNBUSDT_1d,GradientBoostingClassifier,"{1: 0.5519125683060109, 0: 0.44808743169398907}",DESBALANCEO PREDICCIÓN
1d,BTCUSDT_1d,GradientBoostingClassifier,0.5027322404371585,ACC CRYPTO TEST
1d,BTCUSDT_1d,GradientBoostingClassifier,0.49936868686868685,F1 CRYPTO TEST
1d,BTCUSDT_1d,GradientBoostingClassifier,"{1: 0.5628415300546448, 0: 0.4371584699453552}",DESBALANCEO REAL
1d,BTCUSDT_1d,GradientBoostingClassifier,"{1: 0.5191256830601093, 0: 0.4808743169398907}",DESBALANCEO PREDICCIÓN
1d,ETHUSDT_1d,GradientBoostingClassifier,0.46994535519125685,ACC CRYPTO TEST
1d,ETHUSDT_1d,GradientBoostingClassifier,0.4653313253012048,F1 CRYPTO TEST
1d,ETHUSDT_1d,GradientBoostingClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
1d,ETHUSDT_1d,GradientBoostingClassifier,"{0: 0.6065573770491803, 1: 0.39344262295081966}",DESBALANCEO PREDICCIÓN
1d,LINKUSDT_1d,GradientBoostingClassifier,0.5191256830601093,ACC CRYPTO TEST
1d,LINKUSDT_1d,GradientBoostingClassifier,0.4786324786324786,F1 CRYPTO TEST
1d,LINKUSDT_1d,GradientBoostingClassifier,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
1d,LINKUSDT_1d,GradientBoostingClassifier,"{0: 0.773224043715847, 1: 0.226775956284153}",DESBALANCEO PREDICCIÓN
1d,SOLUSDT_1d,GradientBoostingClassifier,0.46174863387978143,ACC CRYPTO TEST
1d,SOLUSDT_1d,GradientBoostingClassifier,0.4602941726861035,F1 CRYPTO TEST
1d,SOLUSDT_1d,GradientBoostingClassifier,"{1: 0.5136612021857924, 0: 0.48633879781420764}",DESBALANCEO REAL
1d,SOLUSDT_1d,GradientBoostingClassifier,"{1: 0.5382513661202186, 0: 0.46174863387978143}",DESBALANCEO PREDICCIÓN
1d,TRXUSDT_1d,GradientBoostingClassifier,0.6229508196721312,ACC CRYPTO TEST
1d,TRXUSDT_1d,GradientBoostingClassifier,0.5061404881101377,F1 CRYPTO TEST
1d,TRXUSDT_1d,GradientBoostingClassifier,"{1: 0.6010928961748634, 0: 0.3989071038251366}",DESBALANCEO REAL
1d,TRXUSDT_1d,GradientBoostingClassifier,"{1: 0.8852459016393442, 0: 0.11475409836065574}",DESBALANCEO PREDICCIÓN
1d,XRPUSDT_1d,GradientBoostingClassifier,0.5683060109289617,ACC CRYPTO TEST
1d,XRPUSDT_1d,GradientBoostingClassifier,0.5443026004728132,F1 CRYPTO TEST
1d,XRPUSDT_1d,GradientBoostingClassifier,"{0: 0.505464480874317, 1: 0.49453551912568305}",DESBALANCEO REAL
1d,XRPUSDT_1d,GradientBoostingClassifier,"{0: 0.7240437158469946, 1: 0.27595628415300544}",DESBALANCEO PREDICCIÓN
