timestamp,BTCUSDT_1d,ETHUSDT_1d,XRPUSDT_1d,BNBUSDT_1d,SOLUSDT_1d,ADAUSDT_1d,TRXUSDT_1d,LINKUSDT_1d,AVAXUSDT_1d
2022-08-30,19811.66,1524.59,0.3267,281.6,31.47,0.4531,0.06472,6.556,19.39
2022-08-31,20050.02,1554.1,0.3277,279.2,31.5,0.4462,0.06339,6.627,19.14
2022-09-01,20131.46,1586.16,0.3331,278.3,31.61,0.4575,0.06328,6.925,19.33
2022-09-02,19951.86,1575.35,0.3314,277.5,31.23,0.4543,0.06261,6.926,18.86
2022-09-03,19831.9,1557.46,0.3297,277.8,31.12,0.4803,0.0631,6.859,18.89
2022-09-04,20000.3,1579.28,0.3317,279.1,32.16,0.5035,0.06351,7.156,19.01
2022-09-05,19796.84,1617.8,0.3329,276.9,32.18,0.4984,0.06295,7.375,19.44
2022-09-06,18790.61,1559.01,0.3212,262.5,30.88,0.4625,0.06069,6.659,18.21
2022-09-07,19292.84,1630.0,0.3369,278.9,32.69,0.4787,0.06181,7.085,19.01
2022-09-08,19319.77,1635.37,0.3396,280.5,33.61,0.479,0.06126,7.406,19.13
2022-09-09,21360.11,1718.23,0.3568,293.4,34.67,0.5022,0.06343,7.742,20.38
2022-09-10,21648.34,1774.12,0.3573,296.7,35.03,0.5121,0.06474,7.904,20.44
2022-09-11,21826.87,1766.11,0.3552,295.3,34.99,0.5098,0.06419,8.028,20.68
2022-09-12,22395.74,1716.37,0.3598,294.1,37.44,0.5012,0.06386,7.762,21.38
2022-09-13,20173.57,1574.4,0.3326,277.4,33.0,0.4635,0.06068,7.025,18.87
2022-09-14,20226.71,1638.39,0.3415,279.3,34.12,0.4809,0.06162,7.456,19.12
2022-09-15,19701.88,1472.75,0.3261,271.1,33.07,0.4662,0.06131,7.566,18.21
2022-09-16,19803.3,1433.9,0.3552,274.9,32.25,0.4746,0.06132,7.656,18.05
2022-09-17,20113.62,1468.83,0.3762,279.1,33.68,0.4859,0.06228,8.092,18.48
2022-09-18,19416.18,1334.51,0.3576,266.2,31.1,0.4477,0.06077,7.523,16.7
2022-09-19,19537.02,1375.98,0.3848,271.9,32.62,0.4527,0.06028,7.301,17.28
2022-09-20,18875.0,1322.93,0.414,266.3,31.41,0.4422,0.05978,6.883,16.65
2022-09-21,18461.36,1245.78,0.3936,264.0,30.65,0.4389,0.05905,6.68,16.55
2022-09-22,19401.63,1326.46,0.4862,275.3,32.43,0.4584,0.06022,7.123,17.68
2022-09-23,19289.91,1327.25,0.5069,276.7,33.66,0.4618,0.06042,7.449,17.97
2022-09-24,18920.5,1317.13,0.4878,274.4,33.38,0.4511,0.05985,7.629,17.6
2022-09-25,18807.38,1294.63,0.4917,274.3,32.34,0.4464,0.0597,7.865,17.32
2022-09-26,19227.82,1336.17,0.4683,276.1,33.88,0.4473,0.05959,7.945,17.57
2022-09-27,19079.13,1328.02,0.4457,272.3,32.69,0.4411,0.05938,8.056,17.3
2022-09-28,19412.82,1337.2,0.4489,281.6,33.22,0.4361,0.05954,7.795,17.26
2022-09-29,19591.51,1335.7,0.4877,284.1,33.93,0.4381,0.06099,7.899,17.35
2022-09-30,19422.61,1328.72,0.4799,284.8,33.25,0.4347,0.06101,7.585,17.2
2022-10-01,19310.95,1311.79,0.4754,282.9,32.44,0.43,0.06049,7.394,16.95
2022-10-02,19056.8,1276.72,0.4485,284.7,32.06,0.4194,0.06093,7.11,16.53
2022-10-03,19629.08,1323.09,0.4621,286.9,32.89,0.4276,0.06137,7.33,17.14
2022-10-04,20337.82,1361.49,0.4795,296.2,34.09,0.4355,0.06236,7.723,17.44
2022-10-05,20158.26,1352.2,0.4887,294.2,34.04,0.4309,0.06245,7.875,17.39
2022-10-06,19960.67,1352.06,0.4934,287.0,33.36,0.4288,0.06277,7.632,17.04
2022-10-07,19530.09,1331.1,0.5177,282.3,32.98,0.424,0.06251,7.606,16.9
2022-10-08,19417.96,1315.48,0.517,276.4,32.58,0.4219,0.06205,7.455,16.79
2022-10-09,19439.02,1323.13,0.5325,278.2,32.92,0.423,0.06236,7.63,16.9
2022-10-10,19131.87,1290.03,0.4939,271.5,31.96,0.4012,0.06274,7.335,16.21
2022-10-11,19060.0,1280.11,0.4861,271.4,30.8,0.3908,0.06166,7.135,15.95
2022-10-12,19155.53,1294.44,0.4881,270.9,31.16,0.3814,0.06173,7.145,15.96
2022-10-13,19375.13,1287.08,0.4791,271.6,30.49,0.3768,0.061,7.027,15.66
2022-10-14,19176.93,1296.27,0.4883,269.4,30.0,0.3667,0.06393,6.887,15.67
2022-10-15,19069.39,1274.92,0.4818,268.2,29.59,0.3641,0.06174,6.886,15.43
2022-10-16,19262.98,1305.95,0.4766,272.5,30.17,0.3703,0.06187,7.173,15.75
2022-10-17,19549.86,1331.4,0.4804,275.6,31.21,0.3723,0.06265,7.328,16.18
2022-10-18,19327.44,1310.71,0.4658,273.1,30.15,0.3624,0.06218,7.127,15.88
2022-10-19,19123.97,1285.09,0.4504,272.0,28.86,0.3497,0.06174,6.772,15.06
2022-10-20,19041.92,1282.57,0.4465,269.0,28.01,0.3402,0.06215,6.657,15.14
2022-10-21,19164.37,1299.75,0.4614,270.1,28.1,0.3492,0.06167,6.809,15.69
2022-10-22,19204.35,1313.61,0.4653,270.4,28.01,0.3513,0.06158,6.868,15.69
2022-10-23,19570.4,1364.2,0.4688,276.0,29.28,0.3621,0.06188,7.066,16.31
2022-10-24,19329.72,1343.61,0.4529,274.1,28.3,0.3573,0.06131,6.906,15.75
2022-10-25,20080.07,1459.74,0.4605,284.2,30.86,0.4,0.06235,7.063,16.64
2022-10-26,20771.59,1566.1,0.4689,290.2,31.29,0.403,0.06341,7.157,17.0
2022-10-27,20295.11,1514.05,0.4615,286.7,30.58,0.3884,0.06296,6.892,16.88
2022-10-28,20591.84,1554.41,0.4744,297.9,32.07,0.4044,0.06356,7.109,18.33
2022-10-29,20809.67,1619.55,0.4701,304.4,32.87,0.42,0.06428,7.636,18.29
2022-10-30,20627.48,1590.44,0.4582,313.5,32.94,0.4056,0.0631,7.782,18.26
2022-10-31,20490.74,1572.69,0.4641,325.7,32.56,0.4055,0.06325,7.857,19.28
2022-11-01,20483.62,1578.48,0.4636,323.9,32.2,0.4011,0.06277,7.684,18.62
2022-11-02,20151.84,1518.34,0.4497,320.2,30.8,0.3856,0.06157,7.437,17.91
2022-11-03,20207.82,1531.01,0.4548,329.5,30.85,0.3895,0.06171,7.72,18.03
2022-11-04,21148.52,1644.78,0.5064,354.6,33.74,0.4216,0.06381,8.715,19.38
2022-11-05,21299.37,1626.98,0.493,349.2,36.9,0.4264,0.06363,8.663,19.61
2022-11-06,20905.58,1568.29,0.4709,337.9,32.62,0.4021,0.06268,8.101,18.23
2022-11-07,20591.13,1568.1,0.4648,337.0,29.62,0.4041,0.06227,8.956,18.08
2022-11-08,18547.23,1334.77,0.4059,327.4,24.38,0.3722,0.05872,7.708,16.02
2022-11-09,15922.81,1102.73,0.3331,267.3,14.08,0.3175,0.05338,6.231,12.91
2022-11-10,17601.15,1299.28,0.3942,304.0,17.66,0.3687,0.05782,7.21,15.42
2022-11-11,17070.31,1289.28,0.3843,290.4,16.45,0.3556,0.05601,7.044,14.13
2022-11-12,16812.08,1257.25,0.3636,282.8,14.58,0.3397,0.05502,6.281,13.09
2022-11-13,16329.85,1221.49,0.3408,276.4,13.18,0.3298,0.05084,6.078,13.02
2022-11-14,16619.46,1243.28,0.3776,279.0,14.0,0.3323,0.05015,6.291,13.14
2022-11-15,16900.57,1253.23,0.3888,277.0,14.32,0.3373,0.05074,6.421,13.51
2022-11-16,16662.76,1216.17,0.3752,271.8,14.27,0.332,0.05016,6.179,13.07
2022-11-17,16692.56,1200.43,0.3819,267.9,13.65,0.325,0.05006,6.225,12.87
2022-11-18,16700.45,1212.58,0.3829,274.1,13.27,0.326,0.05068,6.183,13.0
2022-11-19,16700.68,1217.67,0.3841,272.6,12.84,0.328,0.05215,6.146,12.89
2022-11-20,16280.23,1142.21,0.3608,264.2,12.27,0.312,0.05008,5.768,12.19
2022-11-21,15781.29,1107.34,0.3645,253.9,11.83,0.3046,0.05155,5.876,11.82
2022-11-22,16226.94,1139.6,0.3757,266.7,12.44,0.3126,0.05072,6.422,12.36
2022-11-23,16603.11,1184.52,0.3815,298.8,14.36,0.3185,0.0518,6.707,13.06
2022-11-24,16598.95,1203.73,0.4018,300.2,14.59,0.3163,0.05283,6.831,12.95
2022-11-25,16522.14,1199.3,0.4078,300.8,14.03,0.3146,0.05297,6.848,12.82
2022-11-26,16458.57,1205.6,0.396,311.4,14.17,0.3138,0.05279,7.156,12.78
2022-11-27,16428.78,1193.88,0.3962,307.6,14.12,0.3126,0.05327,6.902,12.86
2022-11-28,16212.91,1167.77,0.3888,293.5,13.32,0.3066,0.05299,7.194,12.45
2022-11-29,16442.53,1216.49,0.3981,295.4,13.34,0.3092,0.05326,7.318,12.47
2022-11-30,17163.64,1294.46,0.4078,300.6,14.16,0.3187,0.05461,7.672,13.15
2022-12-01,16977.37,1276.41,0.3969,292.3,13.51,0.3145,0.05415,7.681,12.9
2022-12-02,17092.74,1295.59,0.3961,293.4,13.71,0.3191,0.05445,7.61,13.58
2022-12-03,16885.2,1240.51,0.3873,290.4,13.29,0.3196,0.05358,7.235,13.4
2022-12-04,17105.7,1279.41,0.3895,291.8,13.71,0.3221,0.05309,7.444,13.93
2022-12-05,16966.35,1259.41,0.3893,288.4,13.82,0.3193,0.05334,7.275,13.6
2022-12-06,17088.96,1271.32,0.3914,290.2,14.3,0.3183,0.05364,7.132,13.67
2022-12-07,16836.64,1231.18,0.3835,284.2,13.49,0.3102,0.05312,6.881,13.28
2022-12-08,17224.1,1280.18,0.3941,290.4,13.69,0.3145,0.05448,7.0,13.42
2022-12-09,17128.56,1263.1,0.3889,286.0,13.59,0.3118,0.05464,6.863,13.46
2022-12-10,17127.49,1266.35,0.3865,288.2,13.58,0.3126,0.05483,6.858,13.49
2022-12-11,17085.05,1263.01,0.3809,284.4,13.42,0.3074,0.05397,6.7,12.98
2022-12-12,17209.83,1275.4,0.3874,276.1,13.31,0.3069,0.05352,6.701,13.0
2022-12-13,17774.7,1320.69,0.3952,272.2,13.89,0.3142,0.0545,6.926,13.76
2022-12-14,17803.15,1307.44,0.3853,267.7,14.12,0.3079,0.05558,6.718,13.71
2022-12-15,17356.34,1266.54,0.378,258.8,14.04,0.3003,0.05577,6.456,13.17
2022-12-16,16632.12,1166.83,0.3511,231.2,12.25,0.2632,0.05292,5.893,11.84
2022-12-17,16776.52,1187.16,0.3545,242.1,12.51,0.2672,0.05486,6.03,11.95
2022-12-18,16738.21,1183.06,0.3499,251.0,12.38,0.2659,0.05378,5.949,11.93
2022-12-19,16438.88,1167.82,0.3389,240.4,11.94,0.2529,0.05356,5.79,11.39
2022-12-20,16895.56,1216.94,0.3482,251.4,12.26,0.2587,0.05497,6.013,11.95
2022-12-21,16824.67,1213.78,0.3449,246.2,12.14,0.2534,0.05492,5.989,11.71
2022-12-22,16821.43,1217.71,0.3492,245.8,11.82,0.2566,0.05554,6.005,11.85
2022-12-23,16778.5,1219.99,0.3543,246.2,11.78,0.2594,0.05423,5.941,11.79
2022-12-24,16836.12,1220.41,0.3517,244.5,11.45,0.2592,0.05473,5.916,11.67
2022-12-25,16832.11,1218.51,0.3457,243.2,11.38,0.2591,0.05481,5.99,11.68
2022-12-26,16919.39,1228.11,0.3658,244.3,11.32,0.2652,0.05459,6.048,11.71
2022-12-27,16706.36,1211.55,0.3675,246.7,11.09,0.2603,0.05415,5.903,11.64
2022-12-28,16547.31,1190.15,0.3558,244.5,9.76,0.2482,0.05416,5.675,11.21
2022-12-29,16633.47,1200.49,0.3421,246.3,9.64,0.244,0.05402,5.601,10.98
2022-12-30,16607.48,1199.99,0.3451,245.8,9.9,0.2458,0.05439,5.475,10.87
2022-12-31,16542.4,1196.13,0.3389,246.3,9.97,0.2458,0.0545,5.575,10.9
2023-01-01,16616.75,1200.34,0.3387,244.4,9.99,0.2499,0.05481,5.628,10.87
2023-01-02,16672.87,1214.0,0.3482,245.2,11.28,0.2538,0.05517,5.691,11.16
2023-01-03,16675.18,1214.55,0.3436,246.1,13.37,0.2529,0.05483,5.621,11.38
2023-01-04,16850.36,1256.9,0.3472,258.9,13.43,0.2678,0.05477,5.809,12.08
2023-01-05,16831.85,1251.24,0.338,256.7,13.43,0.2692,0.05374,5.66,11.74
2023-01-06,16950.65,1269.14,0.3443,259.9,13.5,0.2786,0.05249,5.712,11.78
2023-01-07,16943.57,1264.07,0.3442,261.3,13.1,0.2768,0.05201,5.83,11.75
2023-01-08,17127.83,1290.16,0.3452,274.9,14.45,0.2974,0.05439,5.963,12.09
2023-01-09,17178.26,1320.39,0.349,272.6,16.25,0.3168,0.05461,6.065,12.19
2023-01-10,17440.66,1335.62,0.3507,277.1,16.2,0.3222,0.05486,6.166,12.73
2023-01-11,17943.26,1389.39,0.3728,284.8,16.36,0.323,0.05652,6.284,15.86
2023-01-12,18846.62,1415.92,0.3748,287.7,16.59,0.3293,0.0571,6.387,15.43
2023-01-13,19930.01,1451.2,0.3858,293.7,18.29,0.3456,0.0601,6.605,15.96
2023-01-14,20954.92,1549.9,0.3953,305.1,24.24,0.3525,0.06177,6.856,16.94
2023-01-15,20871.5,1552.52,0.3845,302.2,22.89,0.3507,0.06231,6.694,16.8
2023-01-16,21185.65,1576.94,0.3855,299.0,23.58,0.3504,0.06242,6.669,16.74
2023-01-17,21134.81,1565.57,0.3868,299.4,22.86,0.3455,0.06168,6.804,17.12
2023-01-18,20677.47,1511.43,0.3782,286.7,20.79,0.3264,0.05891,6.334,15.82
2023-01-19,21071.59,1551.09,0.3928,294.6,21.4,0.3379,0.06009,6.506,16.19
2023-01-20,22667.21,1658.52,0.4129,305.1,25.51,0.3652,0.06272,6.941,17.48
2023-01-21,22783.55,1626.66,0.4034,299.0,24.57,0.3687,0.06172,6.853,16.88
2023-01-22,22707.88,1627.44,0.4004,303.0,24.21,0.3764,0.06166,6.984,17.34
2023-01-23,22916.45,1626.29,0.4234,305.1,24.33,0.375,0.06273,7.015,17.97
2023-01-24,22632.89,1555.97,0.4078,300.3,22.78,0.3587,0.06019,6.661,17.0
2023-01-25,23060.94,1611.94,0.417,306.9,24.52,0.3732,0.0618,6.954,17.79
2023-01-26,23009.65,1601.09,0.4092,304.7,24.33,0.3796,0.06172,7.169,18.08
2023-01-27,23074.16,1597.62,0.4128,308.0,24.43,0.3898,0.06366,7.384,21.2
2023-01-28,23022.6,1572.1,0.4078,306.1,24.0,0.3819,0.06312,7.211,20.54
2023-01-29,23742.3,1644.72,0.4134,317.2,26.07,0.3975,0.06378,7.372,20.99
2023-01-30,22826.15,1566.2,0.3934,307.2,23.96,0.3725,0.06227,6.914,19.74
2023-01-31,23125.13,1585.33,0.4057,312.0,23.92,0.3902,0.06218,6.952,19.8
2023-02-01,23732.66,1641.68,0.4131,317.0,25.0,0.397,0.06312,7.214,20.95
2023-02-02,23488.94,1643.12,0.4098,323.5,24.32,0.3981,0.06383,7.099,21.21
2023-02-03,23431.9,1663.52,0.4117,332.2,24.69,0.4038,0.06416,7.294,21.36
2023-02-04,23326.84,1666.38,0.4106,330.4,24.34,0.3994,0.06384,7.237,21.04
2023-02-05,22932.91,1629.02,0.3984,327.8,23.47,0.3923,0.06411,6.985,20.08
2023-02-06,22762.52,1614.29,0.392,324.3,22.66,0.3823,0.06316,6.832,19.58
2023-02-07,23240.46,1671.03,0.4036,333.0,23.82,0.3989,0.06577,7.197,20.83
2023-02-08,22963.0,1650.43,0.3975,328.2,23.22,0.3942,0.06695,7.136,20.11
2023-02-09,21796.35,1545.35,0.3819,306.2,20.48,0.3622,0.06265,6.984,17.9
2023-02-10,21625.19,1513.06,0.3817,305.8,20.11,0.3581,0.06329,6.89,17.79
2023-02-11,21862.55,1538.51,0.3833,310.4,20.81,0.3684,0.06372,7.003,18.01
2023-02-12,21783.54,1514.83,0.3747,312.6,21.49,0.3641,0.06388,6.808,17.78
2023-02-13,21773.97,1505.24,0.3703,294.3,20.77,0.3593,0.0656,6.669,17.63
2023-02-14,22199.84,1555.71,0.3819,296.2,21.84,0.3867,0.06675,6.808,18.14
2023-02-15,24324.05,1674.92,0.4011,317.4,23.86,0.419,0.07085,7.281,19.94
2023-02-16,23517.72,1637.84,0.3841,304.4,22.24,0.3874,0.06683,7.011,18.59
2023-02-17,24569.97,1693.87,0.395,313.0,23.14,0.4033,0.07031,7.65,19.45
2023-02-18,24631.95,1691.62,0.3943,316.5,23.45,0.406,0.07014,7.989,19.54
2023-02-19,24271.76,1679.75,0.3863,311.5,24.84,0.3995,0.07038,8.014,19.81
2023-02-20,24842.2,1703.27,0.3984,315.4,26.26,0.4038,0.07197,8.017,20.82
2023-02-21,24452.16,1659.76,0.3919,311.5,24.98,0.3925,0.06948,7.64,20.98
2023-02-22,24182.21,1643.14,0.3953,312.4,24.16,0.3888,0.06944,7.717,20.32
2023-02-23,23940.2,1650.53,0.3882,308.3,23.91,0.3824,0.06955,7.935,19.71
2023-02-24,23185.29,1607.8,0.3783,302.3,23.07,0.3658,0.06787,7.466,18.39
2023-02-25,23157.07,1594.58,0.3778,302.4,22.37,0.362,0.06785,7.373,17.94
2023-02-26,23554.85,1641.36,0.3779,308.7,23.25,0.3691,0.06951,7.497,18.43
2023-02-27,23492.09,1633.45,0.3785,304.6,22.68,0.3647,0.06943,7.274,17.93
2023-02-28,23141.57,1605.23,0.3762,301.4,21.89,0.3517,0.06905,7.195,17.09
2023-03-01,23628.97,1665.22,0.3835,302.7,22.51,0.3601,0.06984,7.536,17.77
2023-03-02,23465.32,1647.86,0.3772,299.8,22.0,0.3504,0.06972,7.275,17.47
2023-03-03,22354.34,1569.45,0.3774,290.4,21.42,0.3431,0.06715,6.958,16.66
2023-03-04,22346.57,1566.73,0.3735,289.6,20.98,0.3366,0.0667,6.857,16.14
2023-03-05,22430.24,1564.58,0.3668,288.7,20.97,0.337,0.06725,6.945,16.14
2023-03-06,22410.0,1565.84,0.3695,287.8,20.63,0.3305,0.06739,6.854,16.52
2023-03-07,22197.96,1561.96,0.3801,289.3,20.25,0.3306,0.06629,6.881,16.17
2023-03-08,21705.44,1532.38,0.3889,287.1,18.41,0.3175,0.06532,6.577,15.12
2023-03-09,20362.22,1437.32,0.3706,277.1,17.33,0.3101,0.05863,6.16,14.41
2023-03-10,20150.69,1426.44,0.37,277.4,18.17,0.3149,0.05736,6.215,14.8
2023-03-11,20455.73,1471.97,0.3638,276.0,18.07,0.3051,0.05877,6.162,14.51
2023-03-12,21997.11,1580.33,0.3714,288.1,20.2,0.3298,0.06458,6.551,16.18
2023-03-13,24113.48,1673.45,0.3724,307.9,20.4,0.3433,0.06694,6.761,16.47
2023-03-14,24670.41,1699.4,0.3724,308.4,20.86,0.3429,0.06695,6.96,17.15
2023-03-15,24285.66,1649.96,0.3589,306.3,19.24,0.3241,0.06517,6.546,15.55
2023-03-16,24998.78,1673.73,0.3647,329.4,19.67,0.3249,0.06512,6.656,15.83
2023-03-17,27395.13,1789.27,0.3798,338.9,21.6,0.3494,0.06763,7.207,17.64
2023-03-18,26907.49,1758.84,0.3739,331.0,21.2,0.3371,0.06579,6.922,16.98
2023-03-19,27972.87,1780.68,0.3857,336.7,21.86,0.3448,0.0665,7.081,17.53
2023-03-20,27717.01,1732.78,0.3734,332.5,22.13,0.3321,0.06503,7.05,16.64
2023-03-21,28105.47,1801.23,0.4696,334.4,22.53,0.3696,0.067,7.375,17.44
2023-03-22,27250.97,1734.33,0.4213,321.1,21.42,0.3596,0.05978,7.173,16.74
2023-03-23,28295.41,1813.79,0.4438,329.4,22.16,0.3715,0.0652,7.61,17.54
2023-03-24,27454.47,1749.57,0.4259,322.1,20.66,0.3596,0.06341,7.191,16.95
2023-03-25,27462.95,1741.88,0.4429,322.4,20.41,0.3514,0.06368,7.075,16.89
2023-03-26,27968.05,1773.88,0.4479,328.6,20.94,0.3557,0.06412,7.261,17.12
2023-03-27,27124.91,1715.22,0.479,310.6,19.91,0.3455,0.06355,6.87,16.49
2023-03-28,27261.07,1772.99,0.5144,313.2,20.45,0.3681,0.06418,6.947,16.71
2023-03-29,28348.6,1793.07,0.5425,313.7,21.1,0.3811,0.06433,7.382,17.31
2023-03-30,28028.53,1793.61,0.5319,316.4,20.55,0.3761,0.06481,7.233,17.23
2023-03-31,28465.36,1821.52,0.5374,316.9,21.16,0.3989,0.06553,7.588,17.7
2023-04-01,28452.73,1820.79,0.5095,314.9,21.08,0.3919,0.06648,7.548,17.8
2023-04-02,28171.87,1794.51,0.518,313.7,20.52,0.3815,0.06518,7.255,17.25
2023-04-03,27800.0,1810.51,0.4959,308.8,20.45,0.3872,0.06574,7.245,17.11
2023-04-04,28165.47,1870.37,0.5026,310.8,20.92,0.3894,0.06573,7.37,17.65
2023-04-05,28170.01,1908.69,0.5055,313.9,20.97,0.3923,0.06616,7.321,18.0
2023-04-06,28033.82,1872.41,0.5028,312.3,20.62,0.3829,0.06608,7.201,17.97
2023-04-07,27906.33,1863.72,0.5126,310.3,20.44,0.3835,0.06603,7.267,17.6
2023-04-08,27938.38,1848.82,0.5048,310.5,20.04,0.3853,0.06613,7.13,17.45
2023-04-09,28323.76,1858.92,0.5054,312.8,20.28,0.3894,0.06662,7.203,17.54
2023-04-10,29637.34,1910.2,0.5176,318.5,20.89,0.3971,0.0673,7.343,17.94
2023-04-11,30200.42,1889.86,0.5167,322.3,22.98,0.4014,0.06632,7.301,18.14
2023-04-12,29888.07,1917.39,0.5049,319.9,23.8,0.4047,0.06514,7.23,18.26
2023-04-13,30373.84,2012.01,0.5125,324.7,24.43,0.4251,0.06523,7.458,18.84
2023-04-14,30466.93,2099.99,0.5227,328.9,24.71,0.4381,0.06619,7.743,19.22
2023-04-15,30295.09,2090.6,0.5192,333.0,24.05,0.4522,0.06588,8.005,19.07
2023-04-16,30304.65,2118.67,0.5209,347.7,25.34,0.4513,0.06655,8.14,20.17
2023-04-17,29430.27,2074.0,0.5109,340.0,24.58,0.4341,0.06574,8.16,20.51
2023-04-18,30380.01,2103.5,0.5324,343.1,24.82,0.4435,0.06681,8.578,21.2
2023-04-19,28797.1,1933.73,0.4911,322.4,22.66,0.4163,0.06563,7.752,18.98
2023-04-20,28243.65,1942.98,0.4752,318.1,22.2,0.4007,0.06542,7.512,18.3
2023-04-21,27262.84,1848.78,0.4491,321.2,21.25,0.3824,0.06497,7.113,16.94
2023-04-22,27816.85,1874.16,0.4719,332.2,21.79,0.3956,0.0661,7.175,17.21
2023-04-23,27590.6,1862.0,0.4647,330.7,21.47,0.3886,0.06671,7.082,16.84
2023-04-24,27510.93,1841.84,0.4611,331.2,21.38,0.3835,0.0661,7.068,16.92
2023-04-25,28300.79,1866.1,0.4695,338.4,21.93,0.3945,0.06584,7.274,17.63
2023-04-26,28415.29,1866.01,0.4618,330.6,21.28,0.4014,0.06507,7.004,17.18
2023-04-27,29472.77,1908.68,0.4667,330.9,22.33,0.4101,0.06576,7.17,17.72
2023-04-28,29311.7,1890.94,0.4796,324.1,23.34,0.4043,0.06667,7.04,17.55
2023-04-29,29230.45,1907.8,0.478,321.9,23.19,0.4024,0.068,7.185,17.49
2023-04-30,29233.21,1870.09,0.4705,337.5,22.74,0.3956,0.06713,7.025,17.1
2023-05-01,28068.26,1830.73,0.4649,328.5,21.96,0.3868,0.06851,6.898,16.65
2023-05-02,28669.86,1870.08,0.4645,321.5,22.25,0.3916,0.06922,6.987,16.84
2023-05-03,29026.16,1905.12,0.4632,325.9,22.24,0.394,0.06927,7.129,17.21
2023-05-04,28838.16,1877.07,0.4608,323.8,21.74,0.3873,0.0694,6.998,16.93
2023-05-05,29505.61,1993.3,0.4671,326.5,22.82,0.3942,0.07092,7.226,17.38
2023-05-06,28848.2,1896.33,0.4582,321.9,21.91,0.3787,0.07025,6.92,16.58
2023-05-07,28430.1,1870.4,0.449,321.0,21.66,0.376,0.0692,6.911,16.41
2023-05-08,27668.79,1847.56,0.4283,313.8,20.62,0.3653,0.0685,6.582,15.42
2023-05-09,27628.27,1846.52,0.4289,312.1,20.65,0.3633,0.06906,6.522,15.31
2023-05-10,27598.75,1840.84,0.4303,314.3,20.91,0.3693,0.06933,6.588,15.52
2023-05-11,26968.62,1794.3,0.4207,307.5,20.17,0.3598,0.06771,6.36,14.95
2023-05-12,26795.01,1807.45,0.4305,308.5,20.9,0.3705,0.06908,6.623,15.19
2023-05-13,26775.28,1795.11,0.424,310.7,20.84,0.3646,0.06934,6.491,14.91
2023-05-14,26917.62,1799.21,0.4253,312.1,20.93,0.3711,0.06939,6.547,15.03
2023-05-15,27162.14,1816.2,0.4273,313.4,20.99,0.3669,0.07026,6.635,15.08
2023-05-16,27033.84,1824.21,0.4425,311.4,20.67,0.3682,0.07055,6.659,14.9
2023-05-17,27405.61,1822.12,0.4484,314.3,21.06,0.3755,0.07121,6.758,15.17
2023-05-18,26821.28,1800.56,0.4596,309.3,20.34,0.3714,0.07016,6.531,14.68
2023-05-19,26880.26,1812.32,0.4675,308.9,20.36,0.3681,0.07067,6.51,14.68
2023-05-20,27102.43,1819.42,0.4685,310.6,20.28,0.3662,0.07257,6.503,14.63
2023-05-21,26747.78,1804.91,0.4575,306.4,19.61,0.3602,0.07501,6.43,14.31
2023-05-22,26849.27,1817.35,0.4618,309.0,19.53,0.3679,0.078,6.533,14.68
2023-05-23,27219.61,1854.05,0.4651,313.5,20.02,0.3704,0.07848,6.504,14.71
2023-05-24,26329.01,1799.89,0.453,306.0,19.22,0.3638,0.07686,6.32,14.14
2023-05-25,26473.79,1805.6,0.4538,304.5,19.25,0.3581,0.07677,6.278,14.08
2023-05-26,26705.92,1827.79,0.4684,306.8,19.35,0.3626,0.07538,6.344,14.33
2023-05-27,26854.27,1829.89,0.4714,307.4,20.43,0.3667,0.07716,6.438,14.56
2023-05-28,28065.0,1908.64,0.482,314.1,20.81,0.3828,0.07742,6.631,14.89
2023-05-29,27736.4,1892.6,0.4946,311.6,20.57,0.3786,0.0761,6.637,14.48
2023-05-30,27694.4,1900.59,0.5205,311.5,21.25,0.3779,0.07635,6.613,14.45
2023-05-31,27210.35,1873.63,0.5166,306.8,20.81,0.3744,0.07522,6.478,14.11
2023-06-01,26817.93,1861.78,0.5065,304.9,20.49,0.3644,0.07477,6.344,14.09
2023-06-02,27242.59,1906.68,0.5244,307.2,21.26,0.3782,0.08266,6.45,14.49
2023-06-03,27069.22,1892.06,0.5188,306.6,21.19,0.3759,0.08177,6.421,14.58
2023-06-04,27115.21,1890.01,0.5359,305.0,21.82,0.3773,0.08138,6.452,14.79
2023-06-05,25728.2,1810.5,0.509,276.9,20.0,0.3514,0.07832,6.054,13.87
2023-06-06,27230.08,1884.64,0.53,281.2,20.38,0.3531,0.07821,6.261,14.62
2023-06-07,26339.34,1832.13,0.5183,259.3,18.64,0.3223,0.07675,5.917,14.02
2023-06-08,26498.61,1845.64,0.5236,262.0,18.89,0.3228,0.07741,5.995,13.93
2023-06-09,26477.81,1840.37,0.538,260.5,17.4,0.2951,0.072,5.993,13.75
2023-06-10,25841.21,1751.53,0.5067,238.7,15.61,0.2747,0.06961,5.233,11.65
2023-06-11,25925.55,1752.76,0.5208,235.4,15.55,0.272,0.07025,5.175,11.58
2023-06-12,25905.19,1742.57,0.5251,231.3,15.19,0.2748,0.07115,5.16,11.52
2023-06-13,25934.25,1740.12,0.5192,244.2,15.04,0.2752,0.07192,5.3,11.8
2023-06-14,25128.6,1650.95,0.4801,237.9,14.48,0.2633,0.071,5.25,11.38
2023-06-15,25598.49,1666.96,0.4801,236.4,14.77,0.262,0.07098,5.312,11.41
