Model,Asset,Value,What
RandomForestClassifier,ETHUSDT_4h,"{1: 0.5061615700593336, 0: 0.49383842994066635}",DESBALANCEO REAL
RandomForestClassifier,ETHUSDT_4h,"{0: 0.5134641716111364, 1: 0.48653582838886356}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,LINKUSDT_4h,0.5107256960292104,ACC CRYPTO TEST
RandomForestClassifier,LINKUSDT_4h,0.5106008097921845,F1 CRYPTO TEST
RandomForestClassifier,LINKUSDT_4h,"{1: 0.5029666818804199, 0: 0.4970333181195801}",DESBALANCEO REAL
RandomForestClassifier,LINKUSDT_4h,"{1: 0.5130077590141487, 0: 0.4869922409858512}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,SOLUSDT_4h,0.49748973071656777,ACC CRYPTO TEST
RandomForestClassifier,SOLUSDT_4h,0.497305008817982,F1 CRYPTO TEST
RandomForestClassifier,SOLUSDT_4h,"{1: 0.5134641716111364, 0: 0.48653582838886356}",DESBALANCEO REAL
RandomForestClassifier,SOLUSDT_4h,"{1: 0.505705157462346, 0: 0.49429484253765404}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,TRXUSDT_4h,0.5015974440894568,ACC CRYPTO TEST
RandomForestClassifier,TRXUSDT_4h,0.4990905390942573,F1 CRYPTO TEST
RandomForestClassifier,TRXUSDT_4h,"{1: 0.5385668644454586, 0: 0.4614331355545413}",DESBALANCEO REAL
RandomForestClassifier,TRXUSDT_4h,"{1: 0.5321770880876312, 0: 0.4678229119123688}",DESBALANCEO PREDICCIÓN
RandomForestClassifier,XRPUSDT_4h,0.49612049292560473,ACC CRYPTO TEST
RandomForestClassifier,XRPUSDT_4h,0.495907850358532,F1 CRYPTO TEST
RandomForestClassifier,XRPUSDT_4h,"{1: 0.5047923322683706, 0: 0.4952076677316294}",DESBALANCEO REAL
RandomForestClassifier,XRPUSDT_4h,"{0: 0.525330899132816, 1: 0.47466910086718395}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,global,0.5191604938271605,ACC VALIDATION
GradientBoostingClassifier,global,0.516073929165541,F1 VALIDATION
GradientBoostingClassifier,global,"{1: 0.5191111111111111, 0: 0.48088888888888887}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{0: 0.5084444444444445, 1: 0.4915555555555556}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.5087456790123457,ACC VALIDATION
GradientBoostingClassifier,global,0.5066124411307331,F1 VALIDATION
GradientBoostingClassifier,global,"{1: 0.5191111111111111, 0: 0.48088888888888887}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{0: 0.5022222222222222, 1: 0.49777777777777776}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.5157925925925927,ACC VALIDATION
GradientBoostingClassifier,global,0.5138129342740163,F1 VALIDATION
GradientBoostingClassifier,global,"{1: 0.5191111111111111, 0: 0.48088888888888887}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{1: 0.5066666666666667, 0: 0.49333333333333335}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.516246913580247,ACC VALIDATION
GradientBoostingClassifier,global,0.5143456443602604,F1 VALIDATION
GradientBoostingClassifier,global,"{1: 0.5191111111111111, 0: 0.48088888888888887}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{1: 0.5022222222222222, 0: 0.49777777777777776}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.506883950617284,ACC VALIDATION
GradientBoostingClassifier,global,0.505054707405613,F1 VALIDATION
GradientBoostingClassifier,global,"{1: 0.5191111111111111, 0: 0.48088888888888887}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{1: 0.5413333333333333, 0: 0.45866666666666667}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.5154370370370371,ACC VALIDATION
GradientBoostingClassifier,global,0.5140153499854793,F1 VALIDATION
GradientBoostingClassifier,global,"{1: 0.5191111111111111, 0: 0.48088888888888887}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{1: 0.5262222222222223, 0: 0.4737777777777778}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.5116296296296297,ACC VALIDATION
GradientBoostingClassifier,global,0.5089061562285362,F1 VALIDATION
GradientBoostingClassifier,global,"{1: 0.5191111111111111, 0: 0.48088888888888887}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{1: 0.5057777777777778, 0: 0.49422222222222223}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.505125925925926,ACC VALIDATION
GradientBoostingClassifier,global,0.5040537534051618,F1 VALIDATION
GradientBoostingClassifier,global,"{1: 0.5191111111111111, 0: 0.48088888888888887}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{1: 0.5146666666666667, 0: 0.48533333333333334}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.5131851851851852,ACC VALIDATION
GradientBoostingClassifier,global,0.5112638325010008,F1 VALIDATION
GradientBoostingClassifier,global,"{1: 0.5191111111111111, 0: 0.48088888888888887}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{1: 0.5155555555555555, 0: 0.48444444444444446}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.5075358024691358,ACC VALIDATION
GradientBoostingClassifier,global,0.5054422399550916,F1 VALIDATION
GradientBoostingClassifier,global,"{1: 0.5191111111111111, 0: 0.48088888888888887}",DESBALANCEO REAL VAL
GradientBoostingClassifier,global,"{1: 0.5217777777777778, 0: 0.4782222222222222}",DESBALANCEO PREDICCIÓN VAL
GradientBoostingClassifier,global,0.5099142958567878,ACC FINAL TEST
GradientBoostingClassifier,global,0.509664581499464,F1 FINAL TEST
GradientBoostingClassifier,ADAUSDT_4h,0.508443633044272,ACC CRYPTO TEST
GradientBoostingClassifier,ADAUSDT_4h,0.5082075963433612,F1 CRYPTO TEST
GradientBoostingClassifier,ADAUSDT_4h,"{1: 0.5020538566864445, 0: 0.49794614331355547}",DESBALANCEO REAL
GradientBoostingClassifier,ADAUSDT_4h,"{1: 0.5198539479689639, 0: 0.48014605203103605}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,AVAXUSDT_4h,0.5157462345960748,ACC CRYPTO TEST
GradientBoostingClassifier,AVAXUSDT_4h,0.5157462345960748,F1 CRYPTO TEST
GradientBoostingClassifier,AVAXUSDT_4h,"{0: 0.5193975353719763, 1: 0.48060246462802375}",DESBALANCEO REAL
GradientBoostingClassifier,AVAXUSDT_4h,"{1: 0.5193975353719763, 0: 0.48060246462802375}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BNBUSDT_4h,0.5111821086261981,ACC CRYPTO TEST
GradientBoostingClassifier,BNBUSDT_4h,0.5105295467473329,F1 CRYPTO TEST
GradientBoostingClassifier,BNBUSDT_4h,"{1: 0.5152898219990871, 0: 0.4847101780009128}",DESBALANCEO REAL
GradientBoostingClassifier,BNBUSDT_4h,"{0: 0.5518028297581014, 1: 0.4481971702418987}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,BTCUSDT_4h,0.4952076677316294,ACC CRYPTO TEST
GradientBoostingClassifier,BTCUSDT_4h,0.4925351817724912,F1 CRYPTO TEST
GradientBoostingClassifier,BTCUSDT_4h,"{1: 0.5221360109539023, 0: 0.47786398904609767}",DESBALANCEO REAL
GradientBoostingClassifier,BTCUSDT_4h,"{0: 0.5947056138749429, 1: 0.405294386125057}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,ETHUSDT_4h,0.5093564582382474,ACC CRYPTO TEST
GradientBoostingClassifier,ETHUSDT_4h,0.5077284331726444,F1 CRYPTO TEST
GradientBoostingClassifier,ETHUSDT_4h,"{1: 0.5061615700593336, 0: 0.49383842994066635}",DESBALANCEO REAL
GradientBoostingClassifier,ETHUSDT_4h,"{0: 0.563669557279781, 1: 0.4363304427202191}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,LINKUSDT_4h,0.535371976266545,ACC CRYPTO TEST
GradientBoostingClassifier,LINKUSDT_4h,0.5350115494625539,F1 CRYPTO TEST
GradientBoostingClassifier,LINKUSDT_4h,"{1: 0.5029666818804199, 0: 0.4970333181195801}",DESBALANCEO REAL
GradientBoostingClassifier,LINKUSDT_4h,"{1: 0.5248744865358284, 0: 0.4751255134641716}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,SOLUSDT_4h,0.5216795983569147,ACC CRYPTO TEST
GradientBoostingClassifier,SOLUSDT_4h,0.5207786526684164,F1 CRYPTO TEST
GradientBoostingClassifier,SOLUSDT_4h,"{1: 0.5134641716111364, 0: 0.48653582838886356}",DESBALANCEO REAL
GradientBoostingClassifier,SOLUSDT_4h,"{1: 0.5298950251026928, 0: 0.4701049748973072}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,TRXUSDT_4h,0.48653582838886356,ACC CRYPTO TEST
GradientBoostingClassifier,TRXUSDT_4h,0.4798719217248786,F1 CRYPTO TEST
GradientBoostingClassifier,TRXUSDT_4h,"{1: 0.5385668644454586, 0: 0.4614331355545413}",DESBALANCEO REAL
GradientBoostingClassifier,TRXUSDT_4h,"{0: 0.6517571884984026, 1: 0.34824281150159747}",DESBALANCEO PREDICCIÓN
GradientBoostingClassifier,XRPUSDT_4h,0.505705157462346,ACC CRYPTO TEST
GradientBoostingClassifier,XRPUSDT_4h,0.5055716751906835,F1 CRYPTO TEST
GradientBoostingClassifier,XRPUSDT_4h,"{1: 0.5047923322683706, 0: 0.4952076677316294}",DESBALANCEO REAL
GradientBoostingClassifier,XRPUSDT_4h,"{0: 0.521223185759927, 1: 0.478776814240073}",DESBALANCEO PREDICCIÓN
